BF,2B,3B,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,Strikes,Fstrikes,CSW,Cstr,HR,K,BB,numP,HBP,SF,H,AB,FO,R,ER,IP_numeric,IP,ERA,WHIP,1B,SLG,OBP,OPS,AVG,BABIP,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K%,BB%,K-BB%,CSW%,CStr%,F-Strike%,Str%,K/9,BB/9,H/9,R/9,HR/9,K/BB
70373,3348,268,126321,31237,49588,3806,2260,16591,4616,70,6855,5991,201352,49738,85441,48158,1897,13166,6684,267845,930,521,17533,61657,9396,9903,9014,15714.0,15714.0,5.16,1.54,12020,0.44,0.36,0.8,0.284,0.339,13.5,11.7,24.7,28.3,45.5,18.4,7.8,18.7,9.5,9.2,31.9,18.0,70.7,75.2,7.540664375715922,3.8281786941580758,10.041809851088201,5.671821305841925,1.0864833906071019,1.9697785757031718
