season,team_id,team_name,player_id,Name,position_code,POS,G,GS,GO,airOuts,R,2B,3B,HR,K,BB,IBB,H,HBP,AVG,AB,OBP,SLG,OPS,CS,SB,SB%,GIDP,numP,ERA,IP,W,L,SV,SVOpp,HLD,BS,ER,WHIP,BF,Outs,GPitched,CG,SHO,Str,Str%,HBP.1,BK,WP,pickOffs,TB,GO/FO,W%,P/IP,GF,K/BB,K/9,BB/9,H/9,R/9,HR/9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,SF,team,QS,IP_corrected,1B,BABIP
2024,520.0,Pericos de Puebla,806317,Axel Sauceda,1,RP,3,0,7,3.0,1,0,0,0,4,3,0,6,0,0.3,20,0.391,0.3,0.6910000000000001,0,0,,1,86,1.8,5.0,0,0,0,0,0,0,1,1.8,23,15,3.0,0,0.0,50,0.5813953488372093,0.0,0,0,0.0,6,2.33,,17.2,1.0,1.3333333333333333,7.2,5.4,10.8,1.8,0.0,2.0,0.0,0.0,0.0,0,PUE,0,5.0,6,0.375
2024,520.0,Pericos de Puebla,605795,Angel Sánchez,1,SP,6,6,50,32.0,12,3,1,2,29,7,0,30,3,0.219,137,0.272,0.299,0.571,1,1,50.0,5,504,2.3478260869565215,38.1,3,0,0,0,0,0,10,0.9652173913043478,151,115,6.0,0,0.0,329,0.6527777777777778,3.0,0,2,0.0,41,1.56,1.0,13.14782608695652,0.0,4.142857142857143,6.808695652173912,1.643478260869565,7.0434782608695645,2.817391304347826,0.4695652173913043,0.0,0.0,0.0,4.0,0,PUE,3,38.333333333333336,24,0.264
2024,520.0,Pericos de Puebla,665733,Antonio Santos,1,SP,4,4,18,19.0,6,0,0,2,25,6,0,18,3,0.228,79,0.307,0.304,0.611,2,0,0.0,1,335,2.4923076923076923,21.2,1,0,0,0,0,0,6,1.1076923076923075,89,65,4.0,0,0.0,217,0.6477611940298508,3.0,0,0,0.0,24,0.95,1.0,15.46153846153846,0.0,4.166666666666667,10.384615384615383,2.4923076923076923,7.476923076923076,2.4923076923076923,0.8307692307692307,0.0,0.0,0.0,1.0,0,PUE,1,21.666666666666668,16,0.308
2024,520.0,Pericos de Puebla,690345,Pedro Garcia,1,RP,29,0,30,26.0,12,5,0,3,19,12,1,24,2,0.253,95,0.345,0.4,0.745,0,0,,4,447,3.0759493670886076,26.1,3,0,3,6,5,3,9,1.3670886075949367,113,79,29.0,0,0.0,278,0.6219239373601789,2.0,0,2,0.0,38,1.15,1.0,16.974683544303797,8.0,1.5833333333333333,6.493670886075949,4.101265822784811,8.202531645569621,4.101265822784811,1.0253164556962027,11.0,3.0,0.0,3.0,1,PUE,0,26.333333333333332,16,0.284
2024,520.0,Pericos de Puebla,621343,Matt Tenuta,1,RP,19,0,24,18.0,9,2,0,1,15,7,0,20,0,0.263,76,0.325,0.329,0.654,0,1,100.0,3,350,3.2033898305084745,19.2,2,0,4,4,4,0,7,1.3728813559322033,84,59,19.0,0,0.0,217,0.62,0.0,0,1,0.0,25,1.33,1.0,17.796610169491526,7.0,2.142857142857143,6.864406779661016,3.2033898305084745,9.152542372881355,4.11864406779661,0.45762711864406774,10.0,1.0,0.0,1.0,0,PUE,0,19.666666666666668,17,0.317
2024,520.0,Pericos de Puebla,800079,Cristian Alvarado,1,RP,9,0,9,12.0,4,1,0,1,2,2,0,9,1,0.31,29,0.353,0.448,0.8009999999999999,1,0,0.0,1,121,3.375,8.0,0,0,0,0,0,0,3,1.375,35,24,9.0,0,0.0,75,0.6198347107438017,1.0,0,0,0.0,13,0.75,,15.125,3.0,1.0,2.25,2.25,10.125,4.5,1.125,3.0,3.0,0.0,1.0,2,PUE,0,8.0,7,0.286
2024,520.0,Pericos de Puebla,667638,Samuel Alvarado,1,RP,20,0,13,23.0,8,5,0,3,23,5,0,15,0,0.205,73,0.253,0.397,0.65,1,1,50.0,0,329,3.661016949152542,19.2,1,0,0,0,0,0,8,1.0169491525423728,79,59,20.0,0,0.0,223,0.6778115501519757,0.0,0,1,0.0,29,0.57,1.0,16.728813559322035,12.0,4.6,10.525423728813559,2.2881355932203387,6.864406779661016,3.661016949152542,1.3728813559322033,18.0,2.0,0.0,0.0,1,PUE,0,19.666666666666668,7,0.25
2024,520.0,Pericos de Puebla,621591,Alfred Gutierrez,1,RP,47,0,42,33.0,23,4,3,2,53,21,2,47,3,0.276,170,0.364,0.371,0.735,1,2,66.7,2,825,4.295454545454546,44.0,6,3,1,2,13,1,21,1.5454545454545454,199,132,47.0,0,0.0,513,0.6218181818181818,3.0,1,1,0.0,63,1.27,0.667,18.75,3.0,2.5238095238095237,10.840909090909092,4.295454545454546,9.613636363636363,4.704545454545454,0.4090909090909091,18.0,7.0,0.0,4.0,1,PUE,0,44.0,38,0.388
2024,520.0,Pericos de Puebla,650828,Edgar Santana,1,RP,48,0,62,53.0,28,13,0,8,27,9,1,60,1,0.299,201,0.332,0.483,0.815,4,2,33.3,4,700,4.655172413793103,48.1,2,2,0,2,10,2,25,1.4275862068965517,212,145,48.0,0,0.0,470,0.6714285714285714,1.0,0,3,0.0,97,1.17,0.5,14.482758620689655,6.0,3.0,5.027586206896552,1.6758620689655173,11.172413793103448,5.213793103448276,1.489655172413793,14.0,2.0,0.0,1.0,0,PUE,0,48.333333333333336,39,0.313
2024,520.0,Pericos de Puebla,593679,Gabriel Ynoa,1,SP,19,19,104,108.0,54,21,0,16,43,28,2,127,2,0.333,381,0.382,0.514,0.896,6,4,40.0,11,1472,4.909090909090909,91.2,9,4,0,0,0,0,50,1.690909090909091,412,275,19.0,0,0.0,947,0.6433423913043478,2.0,0,2,3.0,196,0.96,0.692,16.05818181818182,0.0,1.5357142857142858,4.221818181818182,2.749090909090909,12.469090909090909,5.301818181818182,1.5709090909090908,0.0,0.0,0.0,1.0,0,PUE,5,91.66666666666667,90,0.345
2024,520.0,Pericos de Puebla,661269,Vladimir Gutierrez,1,SP,8,8,41,35.0,24,5,0,7,39,19,2,41,6,0.266,154,0.365,0.435,0.8,1,4,80.0,4,666,5.4,40.0,4,2,0,0,0,0,24,1.5,181,120,8.0,1,1.0,428,0.6426426426426426,6.0,1,4,0.0,67,1.17,0.667,16.65,0.0,2.0526315789473686,8.775,4.275,9.225,5.4,1.575,0.0,0.0,0.0,0.0,2,PUE,2,40.0,29,0.309
2024,520.0,Pericos de Puebla,679892,Emilio Marquez,1,"SP, RP",9,5,18,16.0,11,3,0,3,19,6,0,19,0,0.271,70,0.325,0.443,0.768,0,0,,0,301,5.60377358490566,17.2,1,2,1,1,0,0,11,1.4150943396226414,78,53,9.0,0,0.0,202,0.6710963455149501,0.0,0,0,0.0,31,1.13,0.333,17.037735849056602,1.0,3.1666666666666665,9.679245283018867,3.0566037735849054,9.679245283018867,5.60377358490566,1.5283018867924527,7.0,1.0,0.0,1.0,1,PUE,0,17.666666666666668,13,0.327
2024,520.0,Pericos de Puebla,679647,Jackson Rose,1,"SP, RP",15,13,49,51.0,36,15,0,8,43,21,1,56,4,0.284,197,0.363,0.482,0.845,1,2,66.7,6,862,5.6938775510204085,49.0,1,5,0,0,0,0,31,1.5714285714285714,224,147,15.0,0,0.0,562,0.6519721577726219,4.0,0,3,0.0,95,0.96,0.167,17.591836734693878,0.0,2.0476190476190474,7.8979591836734695,3.857142857142857,10.285714285714286,6.612244897959184,1.469387755102041,0.0,0.0,0.0,1.0,1,PUE,0,49.0,33,0.327
2024,520.0,Pericos de Puebla,608601,Luis Santos,1,"SP, RP",34,1,28,30.0,23,10,1,2,25,13,2,47,4,0.37,127,0.441,0.512,0.9530000000000001,1,3,75.0,5,579,6.096774193548387,31.0,1,3,1,4,7,3,21,1.935483870967742,147,93,34.0,0,0.0,362,0.6252158894645942,4.0,1,0,0.0,65,0.93,0.25,18.677419354838708,4.0,1.9230769230769231,7.258064516129032,3.774193548387097,13.64516129032258,6.67741935483871,0.5806451612903226,13.0,6.0,0.0,2.0,1,PUE,0,31.0,34,0.446
2024,520.0,Pericos de Puebla,650492,Domingo Jimenez,1,RP,18,0,14,18.0,11,3,0,1,14,9,0,17,0,0.279,61,0.366,0.377,0.743,0,0,,2,303,6.1875,16.0,0,0,1,2,1,1,11,1.625,72,48,18.0,0,0.0,179,0.5907590759075908,0.0,0,3,0.0,23,0.78,,18.9375,4.0,1.5555555555555556,7.875,5.0625,9.5625,6.1875,0.5625,0.0,0.0,0.0,1.0,1,PUE,0,16.0,13,0.34
2024,520.0,Pericos de Puebla,806327,Hector Sepulveda,1,SP,2,2,3,9.0,6,1,0,0,2,1,0,10,0,0.417,24,0.44,0.458,0.898,0,1,100.0,0,103,6.230769230769231,4.1,0,2,0,0,0,0,3,2.5384615384615388,25,13,2.0,0,0.0,62,0.6019417475728155,0.0,0,1,0.0,11,0.33,0.0,23.76923076923077,0.0,2.0,4.153846153846154,2.076923076923077,20.76923076923077,12.461538461538462,0.0,0.0,0.0,0.0,0.0,0,PUE,0,4.333333333333333,9,0.455
2024,520.0,Pericos de Puebla,675188,Hector Villalobos,1,"SP, RP",32,4,42,33.0,30,11,0,7,29,15,1,35,4,0.257,136,0.344,0.493,0.837,1,2,66.7,3,600,6.25,36.0,0,6,0,1,3,1,25,1.3888888888888888,158,108,32.0,0,0.0,356,0.5933333333333334,4.0,0,2,1.0,67,1.27,0.0,16.666666666666668,2.0,1.9333333333333333,7.25,3.75,8.75,7.5,1.75,24.0,5.0,0.0,1.0,2,PUE,0,36.0,17,0.275
2024,520.0,Pericos de Puebla,674476,Jonathan Partida,1,RP,7,0,5,4.0,4,0,0,3,6,2,0,8,0,0.348,23,0.4,0.739,1.139,0,1,100.0,2,90,6.352941176470588,5.2,0,1,0,1,0,1,4,1.7647058823529411,25,17,7.0,0,0.0,54,0.6,0.0,0,0,0.0,17,1.25,0.0,15.88235294117647,1.0,3.0,9.529411764705882,3.176470588235294,12.705882352941176,6.352941176470588,4.764705882352941,4.0,3.0,0.0,0.0,0,PUE,0,5.666666666666667,5,0.357
2024,520.0,Pericos de Puebla,675546,Jesus Huerta,1,RP,29,0,37,33.0,25,6,0,2,15,9,0,35,2,0.299,117,0.357,0.402,0.759,2,0,0.0,3,438,7.137931034482759,29.0,1,0,3,3,3,0,23,1.5172413793103448,131,87,29.0,0,0.0,273,0.6232876712328768,2.0,0,1,0.0,47,1.12,1.0,15.10344827586207,8.0,1.6666666666666667,4.655172413793103,2.793103448275862,10.862068965517242,7.758620689655173,0.6206896551724138,27.0,9.0,0.0,2.0,1,PUE,0,29.0,27,0.327
2024,520.0,Pericos de Puebla,671223,Freylin Garcia,1,RP,10,0,18,7.0,9,2,0,4,2,5,0,15,1,0.357,42,0.438,0.69,1.128,0,0,,1,176,8.678571428571429,9.1,0,1,1,1,0,0,9,2.142857142857143,48,28,10.0,0,0.0,104,0.5909090909090909,1.0,0,0,0.0,29,2.57,0.0,18.857142857142858,3.0,0.4,1.9285714285714284,4.821428571428571,14.464285714285714,8.678571428571429,3.8571428571428568,5.0,2.0,0.0,0.0,0,PUE,0,9.333333333333334,9,0.306
2024,520.0,Pericos de Puebla,807802,Yuichi Shiota,1,SP,1,1,1,3.0,2,2,0,0,1,1,0,4,2,0.444,9,0.583,0.667,1.25,0,1,100.0,0,49,9.0,2.0,0,1,0,0,0,0,2,2.5,12,6,1.0,0,0.0,29,0.5918367346938775,2.0,0,0,0.0,6,0.33,0.0,24.5,0.0,1.0,4.5,4.5,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0,PUE,0,2.0,2,0.5
2024,520.0,Pericos de Puebla,692940,Erick Preciado,1,RP,13,0,9,17.0,16,6,0,5,11,8,0,19,0,0.339,56,0.422,0.714,1.136,0,0,,1,262,9.236842105263158,12.2,0,1,0,0,0,0,13,2.1315789473684212,64,38,13.0,0,0.0,167,0.6374045801526718,0.0,0,1,0.0,40,0.53,0.0,20.68421052631579,4.0,1.375,7.815789473684211,5.684210526315789,13.5,11.368421052631579,3.5526315789473686,8.0,1.0,0.0,0.0,0,PUE,0,12.666666666666666,8,0.35
2024,520.0,Pericos de Puebla,642584,Franklyn Kilome,1,"SP, RP",5,1,9,5.0,6,3,0,0,1,4,0,11,1,0.458,24,0.516,0.583,1.099,0,0,,1,124,10.125,5.1,0,0,0,0,0,0,6,2.8125,31,16,5.0,0,0.0,71,0.5725806451612904,1.0,0,1,0.0,14,1.8,,23.25,1.0,0.25,1.6875,6.75,18.5625,10.125,0.0,2.0,2.0,0.0,0.0,2,PUE,0,5.333333333333333,8,0.44
2024,520.0,Pericos de Puebla,679630,Brett Schulze,1,RP,2,0,0,1.0,2,0,0,2,4,4,0,2,0,0.286,7,0.545,1.143,1.6880000000000002,0,1,100.0,0,63,10.8,1.2,0,0,0,1,0,1,2,3.6000000000000005,11,5,2.0,0,0.0,31,0.49206349206349204,0.0,0,1,0.0,8,0.0,,37.800000000000004,0.0,1.0,21.6,21.6,10.8,10.8,10.8,2.0,1.0,0.0,0.0,0,PUE,0,1.6666666666666665,0,0.0
2024,520.0,Pericos de Puebla,828253,Yunieski Garcia,1,SP,1,1,2,0.0,5,0,0,2,0,1,0,6,0,0.75,8,0.778,1.5,2.278,0,0,,0,25,67.5,0.2,0,1,0,0,0,0,5,10.5,9,2,1.0,0,0.0,15,0.6,0.0,0,0,0.0,12,2.0,0.0,37.5,0.0,0.0,0.0,13.5,81.0,67.5,27.0,0.0,0.0,0.0,0.0,0,PUE,0,0.6666666666666666,4,0.667
2024,523.0,Piratas de Campeche,600895,Jesus Fandino,1,RP,24,0,34,20.0,10,3,0,5,11,9,1,24,0,0.286,84,0.347,0.5,0.847,0,0,,2,360,3.5217391304347827,23.0,2,1,0,3,2,3,9,1.434782608695652,98,69,24.0,0,0.0,221,0.6138888888888889,0.0,0,1,0.0,42,1.7,0.667,15.652173913043478,4.0,1.2222222222222223,4.304347826086956,3.5217391304347827,9.391304347826088,3.9130434782608696,1.9565217391304348,15.0,9.0,0.0,3.0,2,CAM,0,23.0,16,0.271
2024,523.0,Piratas de Campeche,664641,Aríel Miranda,1,SP,15,15,48,86.0,35,14,0,9,80,37,0,59,1,0.219,269,0.313,0.372,0.685,2,4,66.7,1,1211,3.715596330275229,72.2,3,5,0,0,0,0,30,1.3211009174311925,311,218,15.0,0,0.0,752,0.6209744013212222,1.0,0,12,0.0,100,0.56,0.375,16.665137614678898,0.0,2.1621621621621623,9.908256880733944,4.582568807339449,7.307339449541284,4.334862385321101,1.1146788990825687,0.0,0.0,0.0,1.0,3,CAM,3,72.66666666666667,36,0.273
2024,523.0,Piratas de Campeche,674498,Luis Castillo,1,"SP, RP",25,1,28,35.0,16,4,0,6,25,15,0,31,2,0.263,118,0.353,0.449,0.802,2,2,50.0,2,535,4.153846153846154,30.1,2,0,0,0,0,0,14,1.5164835164835166,136,91,25.0,0,0.0,344,0.6429906542056075,2.0,0,0,2.0,53,0.8,1.0,17.63736263736264,6.0,1.6666666666666667,7.417582417582418,4.450549450549451,9.197802197802199,4.747252747252747,1.7802197802197803,19.0,9.0,0.0,0.0,1,CAM,0,30.333333333333332,21,0.284
2024,523.0,Piratas de Campeche,685829,Irving Machuca,1,RP,32,0,23,35.0,17,7,0,5,37,12,0,27,0,0.227,119,0.295,0.412,0.707,2,3,60.0,1,519,4.319999999999999,33.1,1,2,1,3,6,2,16,1.17,134,100,32.0,0,0.0,336,0.6473988439306358,0.0,0,2,0.0,49,0.66,0.333,15.569999999999999,8.0,3.0833333333333335,9.989999999999998,3.2399999999999998,7.289999999999999,4.59,1.3499999999999999,15.0,2.0,0.0,2.0,1,CAM,0,33.333333333333336,15,0.282
2024,523.0,Piratas de Campeche,802568,Daniel Zazueta,1,"SP, RP",32,2,35,25.0,17,8,0,1,23,11,0,32,1,0.281,114,0.349,0.377,0.726,1,2,66.7,2,485,4.344827586206897,29.0,1,1,0,0,1,0,14,1.4827586206896552,127,87,32.0,0,0.0,309,0.6371134020618556,1.0,0,3,0.0,43,1.4,0.5,16.724137931034484,6.0,2.090909090909091,7.137931034482759,3.413793103448276,9.931034482758621,5.275862068965517,0.3103448275862069,14.0,6.0,0.0,1.0,0,CAM,0,29.0,23,0.344
2024,523.0,Piratas de Campeche,493337,Yunesky Maya,1,SP,15,15,74,93.0,40,16,0,10,49,31,0,74,6,0.257,288,0.342,0.417,0.759,3,10,76.9,5,1261,4.479820627802691,74.1,5,7,0,0,0,0,37,1.4125560538116593,327,223,15.0,0,0.0,767,0.6082474226804123,6.0,2,3,0.0,120,0.8,0.417,16.96412556053812,0.0,1.5806451612903225,5.932735426008969,3.753363228699552,8.959641255605382,4.843049327354261,1.2107623318385652,0.0,0.0,0.0,2.0,0,CAM,2,74.33333333333333,48,0.279
2024,523.0,Piratas de Campeche,658742,Diogenes Almengo,1,RP,35,0,32,39.0,18,7,0,2,28,15,3,37,1,0.278,133,0.356,0.376,0.732,1,4,80.0,6,579,4.5,36.0,1,3,9,11,4,2,18,1.4444444444444444,152,108,35.0,0,0.0,370,0.6390328151986183,1.0,0,1,0.0,50,0.82,0.25,16.083333333333332,19.0,1.8666666666666667,7.0,3.75,9.25,4.5,0.5,2.0,1.0,0.0,3.0,0,CAM,0,36.0,28,0.34
2024,523.0,Piratas de Campeche,553868,Norman Elenes,1,RP,21,0,36,20.0,14,6,0,6,9,8,1,30,1,0.319,94,0.375,0.574,0.949,0,2,100.0,1,350,5.0625,21.1,1,2,0,0,4,0,12,1.78125,104,64,21.0,0,0.0,218,0.6228571428571429,1.0,0,1,0.0,54,1.8,0.333,16.40625,3.0,1.125,3.796875,3.375,12.65625,5.90625,2.53125,11.0,8.0,0.0,0.0,1,CAM,0,21.333333333333332,18,0.3
2024,523.0,Piratas de Campeche,542279,Javier Solano,1,SP,16,16,95,124.0,55,15,4,16,46,17,0,113,3,0.301,376,0.335,0.489,0.8240000000000001,3,4,57.1,8,1401,5.280442804428045,90.1,7,6,0,0,0,0,53,1.4391143911439115,398,271,16.0,1,0.0,910,0.6495360456816559,3.0,0,3,0.0,184,0.77,0.538,15.509225092250924,0.0,2.7058823529411766,4.583025830258303,1.6937269372693728,11.25830258302583,5.479704797047971,1.5940959409594098,0.0,0.0,0.0,1.0,1,CAM,6,90.33333333333333,78,0.308
2024,523.0,Piratas de Campeche,644391,Scott Harkin,1,SP,6,6,32,31.0,18,6,1,2,16,7,0,36,2,0.321,112,0.366,0.446,0.812,0,5,100.0,2,486,5.333333333333333,27.0,1,4,0,0,0,0,16,1.5925925925925926,124,81,6.0,0,0.0,316,0.6502057613168725,2.0,0,2,0.0,50,1.03,0.2,18.0,0.0,2.2857142857142856,5.333333333333333,2.3333333333333335,12.0,6.0,0.6666666666666666,0.0,0.0,0.0,1.0,2,CAM,1,27.0,27,0.354
2024,523.0,Piratas de Campeche,692643,Ernesto Borges,1,RP,18,0,40,30.0,26,10,1,4,15,11,2,34,1,0.288,118,0.351,0.492,0.843,1,1,50.0,5,463,5.829545454545455,29.1,0,1,0,0,0,0,19,1.5340909090909092,131,88,18.0,0,0.0,290,0.6263498920086393,1.0,2,1,0.0,58,1.33,0.0,15.78409090909091,3.0,1.3636363636363635,4.6022727272727275,3.375,10.431818181818182,7.9772727272727275,1.2272727272727273,14.0,7.0,0.0,0.0,1,CAM,0,29.333333333333332,19,0.3
2024,523.0,Piratas de Campeche,591732,Ignacio Marrujo,1,RP,15,0,14,21.0,10,1,0,3,5,4,0,13,1,0.255,51,0.316,0.451,0.767,1,0,0.0,2,198,5.926829268292683,13.2,0,0,0,1,0,1,9,1.2439024390243902,58,41,15.0,0,0.0,122,0.6161616161616161,1.0,0,2,0.0,23,0.67,,14.487804878048781,3.0,1.25,3.2926829268292686,2.6341463414634148,8.560975609756097,6.585365853658537,1.975609756097561,1.0,0.0,0.0,1.0,1,CAM,0,13.666666666666666,9,0.227
2024,523.0,Piratas de Campeche,672757,Miguel Lopez,2,C,4,0,2,8.0,3,1,0,2,3,1,0,7,0,0.35,20,0.381,0.7,1.081,0,0,,0,84,6.75,4.0,0,0,0,0,0,0,3,2.0,21,12,4.0,0,0.0,54,0.6428571428571429,0.0,0,0,0.0,14,0.25,,21.0,3.0,3.0,6.75,2.25,15.75,6.75,4.5,0.0,0.0,0.0,0.0,0,CAM,0,4.0,4,0.333
2024,523.0,Piratas de Campeche,571328,Jovany Lopez,1,RP,29,0,17,21.0,22,1,2,4,33,15,0,28,2,0.283,99,0.388,0.455,0.843,1,2,66.7,1,469,7.605633802816901,23.2,1,0,0,0,2,0,20,1.816901408450704,116,71,29.0,0,0.0,289,0.6162046908315565,2.0,0,5,0.0,45,0.81,1.0,19.816901408450704,8.0,2.2,12.549295774647886,5.704225352112676,10.647887323943662,8.366197183098592,1.5211267605633803,24.0,9.0,0.0,0.0,0,CAM,0,23.666666666666668,21,0.387
2024,523.0,Piratas de Campeche,681835,Jose Quezada,1,RP,29,0,25,16.0,20,9,0,2,25,13,3,39,1,0.379,103,0.449,0.524,0.9730000000000001,0,7,100.0,5,442,7.714285714285714,23.1,1,1,0,4,5,4,20,2.2285714285714286,119,70,29.0,0,0.0,270,0.6108597285067874,1.0,0,4,0.0,54,1.56,0.5,18.942857142857143,4.0,1.9230769230769231,9.642857142857144,5.014285714285714,15.042857142857144,7.714285714285714,0.7714285714285715,14.0,3.0,0.0,1.0,1,CAM,0,23.333333333333332,28,0.481
2024,523.0,Piratas de Campeche,621593,Anthony Castro,1,RP,14,0,10,10.0,18,2,0,2,20,7,1,20,5,0.345,58,0.451,0.483,0.9339999999999999,0,3,100.0,0,268,8.756756756756756,12.1,0,3,3,5,0,2,12,2.189189189189189,72,37,14.0,0,0.0,158,0.5895522388059702,5.0,0,3,0.0,28,1.0,0.0,21.72972972972973,6.0,2.857142857142857,14.594594594594595,5.108108108108108,14.594594594594595,13.135135135135135,1.4594594594594594,7.0,4.0,0.0,1.0,1,CAM,0,12.333333333333334,16,0.486
2024,523.0,Piratas de Campeche,591672,Osmer Morales,1,SP,6,6,24,19.0,27,4,0,7,24,15,0,24,1,0.27,89,0.377,0.551,0.928,0,2,100.0,2,454,9.926470588235293,22.2,0,3,0,0,0,0,25,1.7205882352941175,107,68,6.0,0,0.0,258,0.5682819383259912,1.0,0,1,0.0,49,1.26,0.0,20.02941176470588,0.0,1.6,9.529411764705882,5.955882352941176,9.529411764705882,10.720588235294118,2.7794117647058822,0.0,0.0,0.0,1.0,1,CAM,0,22.666666666666668,13,0.288
2024,523.0,Piratas de Campeche,665981,Abel Adames,1,RP,13,0,18,7.0,15,4,0,3,7,3,0,19,2,0.373,51,0.429,0.627,1.056,0,4,100.0,1,191,11.911764705882351,11.1,1,0,0,2,6,2,15,1.9411764705882353,56,34,13.0,0,0.0,123,0.643979057591623,2.0,0,3,0.0,32,2.57,1.0,16.852941176470587,0.0,2.3333333333333335,5.5588235294117645,2.3823529411764706,15.088235294117647,11.911764705882351,2.3823529411764706,7.0,3.0,0.0,0.0,0,CAM,0,11.333333333333334,12,0.39
2024,523.0,Piratas de Campeche,800435,Diego Dominguez,1,RP,3,0,3,3.0,6,0,0,0,0,4,0,2,2,0.25,8,0.571,0.25,0.821,0,0,,1,53,23.142857142857142,2.1,0,0,0,0,0,0,6,2.571428571428571,14,7,3.0,0,0.0,23,0.4339622641509434,2.0,1,1,0.0,2,1.0,,22.71428571428571,1.0,0.0,0.0,15.428571428571427,7.7142857142857135,23.142857142857142,0.0,0.0,0.0,0.0,0.0,0,CAM,0,2.3333333333333335,2,0.25
2024,523.0,Piratas de Campeche,681124,Christian Prado,1,RP,3,0,1,2.0,5,3,1,1,2,1,0,6,1,0.545,11,0.615,1.273,1.888,0,0,,0,61,27.000000000000004,1.2,0,0,0,0,0,0,5,4.2,13,5,3.0,0,0.0,37,0.6065573770491803,1.0,0,0,0.0,14,0.5,,36.6,0.0,2.0,10.8,5.4,32.400000000000006,27.000000000000004,5.4,0.0,0.0,0.0,0.0,0,CAM,0,1.6666666666666665,1,0.625
2024,523.0,Piratas de Campeche,696075,Luis Angel Verdugo,1,SP,1,1,0,0.0,4,2,0,0,1,2,0,3,0,0.75,4,0.833,1.25,2.083,0,1,100.0,0,34,54.0,0.2,0,1,0,0,0,0,4,7.5,6,2,1.0,0,0.0,17,0.5,0.0,0,0,0.0,5,,0.0,51.0,0.0,0.5,13.5,27.0,40.5,54.0,0.0,0.0,0.0,0.0,0.0,0,CAM,0,0.6666666666666666,1,1.0
2024,528.0,Rieleros de Aguascalientes,666510,Ulises Lopez,1,RP,1,0,2,0.0,0,0,0,0,0,1,0,0,0,0.0,2,0.333,0.0,0.333,0,0,,1,13,0.0,1.0,0,0,0,0,0,0,0,1.0,3,3,1.0,0,0.0,8,0.6153846153846154,0.0,0,0,0.0,0,2.0,,13.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AGS,0,1.0,0,0.0
2024,528.0,Rieleros de Aguascalientes,644403,Luis Martinez,1,"SP, RP",3,1,12,5.0,1,1,0,0,6,3,0,4,0,0.154,26,0.241,0.192,0.433,0,0,,1,112,1.1739130434782608,7.2,0,1,0,0,1,0,1,0.9130434782608695,30,23,3.0,0,0.0,65,0.5803571428571429,0.0,0,0,0.0,5,2.4,0.0,14.608695652173912,0.0,2.0,7.0434782608695645,3.5217391304347823,4.695652173913043,1.1739130434782608,0.0,0.0,0.0,0.0,1.0,0,AGS,0,7.666666666666667,3,0.2
2024,528.0,Rieleros de Aguascalientes,665661,Shea Spitzbarth,1,RP,30,0,28,35.0,15,6,0,2,27,18,2,26,0,0.232,112,0.333,0.339,0.672,3,1,25.0,4,519,2.641304347826087,30.2,2,0,3,5,8,2,9,1.434782608695652,134,92,30.0,0,0.0,317,0.6107899807321773,0.0,3,3,0.0,38,0.8,1.0,16.92391304347826,10.0,1.5,7.923913043478261,5.282608695652174,7.630434782608695,4.4021739130434785,0.5869565217391304,13.0,9.0,0.0,2.0,2,AGS,0,30.666666666666668,18,0.282
2024,528.0,Rieleros de Aguascalientes,672376,Luis Pacheco,1,RP,25,0,30,23.0,8,4,0,0,14,5,0,24,2,0.267,90,0.32,0.311,0.631,0,1,100.0,1,339,2.7794117647058822,22.2,1,1,5,6,3,1,7,1.2794117647058822,98,68,25.0,0,0.0,221,0.6519174041297935,2.0,0,1,0.0,28,1.3,0.5,14.955882352941176,17.0,2.8,5.5588235294117645,1.9852941176470587,9.529411764705882,3.176470588235294,0.0,9.0,4.0,0.0,1.0,0,AGS,0,22.666666666666668,20,0.316
2024,528.0,Rieleros de Aguascalientes,657745,Bubby Rossman,1,RP,14,0,12,18.0,5,1,1,1,10,12,1,10,0,0.2,50,0.355,0.32,0.675,1,2,66.7,1,257,3.0681818181818183,14.2,1,0,2,2,3,0,5,1.5,62,44,14.0,0,0.0,149,0.5797665369649806,0.0,0,0,0.0,16,0.67,1.0,17.522727272727273,7.0,0.8333333333333334,6.136363636363637,7.363636363636364,6.136363636363637,3.0681818181818183,0.6136363636363636,1.0,0.0,0.0,0.0,0,AGS,0,14.666666666666666,7,0.231
2024,528.0,Rieleros de Aguascalientes,642574,Ronald Medrano,1,SP,15,15,88,75.0,33,17,3,10,68,22,0,71,4,0.238,298,0.299,0.416,0.715,2,3,60.0,8,1232,3.5409836065573774,81.1,7,4,0,0,0,0,32,1.1434426229508197,328,244,15.0,0,0.0,807,0.6550324675324676,4.0,1,6,0.0,124,1.17,0.636,15.147540983606559,0.0,3.090909090909091,7.524590163934427,2.4344262295081966,7.856557377049181,3.6516393442622954,1.1065573770491803,0.0,0.0,0.0,4.0,0,AGS,6,81.33333333333333,41,0.277
