season,team_id,team_name,player_id,Name,position_code,POS,G,GS,GO,airOuts,R,2B,3B,HR,K,BB,IBB,H,HBP,AVG,AB,OBP,SLG,OPS,CS,SB,SB%,GIDP,numP,ERA,IP,W,L,SV,SVOpp,HLD,BS,ER,WHIP,BF,Outs,GPitched,CG,SHO,Str,Str%,HBP.1,BK,WP,pickOffs,TB,GO/FO,W%,P/IP,GF,K/BB,K/9,BB/9,H/9,R/9,HR/9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,SF,team,QS,IP_corrected,1B,BABIP
2024,5567.0,El Aguila de Veracruz,691388,Jonas Garibay,1,RP,31,0,38,31.0,23,12,0,1,26,13,2,41,2,0.311,132,0.378,0.424,0.802,1,2,66.7,5,542,4.859999999999999,33.1,0,3,0,1,6,1,18,1.6199999999999999,151,100,31.0,0,0.0,362,0.6678966789667896,2.0,0,2,0.0,56,1.23,0.0,16.259999999999998,5.0,2.0,7.02,3.51,11.069999999999999,6.21,0.26999999999999996,19.0,3.0,0.0,3.0,1,VER,0,33.333333333333336,28,0.377
2024,5567.0,El Aguila de Veracruz,642856,Fabian Anguamea,1,RP,13,0,10,13.0,8,4,0,2,15,2,0,10,1,0.217,46,0.26,0.435,0.6950000000000001,0,1,100.0,0,182,5.684210526315789,12.2,0,0,0,0,0,0,8,0.9473684210526316,51,38,13.0,0,0.0,123,0.6758241758241759,1.0,0,3,0.0,20,0.77,,14.368421052631579,5.0,7.5,10.657894736842106,1.4210526315789473,7.105263157894737,5.684210526315789,1.4210526315789473,14.0,6.0,0.0,1.0,1,VER,0,12.666666666666666,4,0.267
2024,5567.0,El Aguila de Veracruz,661408,Luis Perez,1,"SP, RP",3,1,2,9.0,4,1,0,1,0,2,0,6,1,0.375,16,0.45,0.625,1.075,0,0,,1,62,9.0,4.0,0,0,0,0,0,0,4,2.0,20,12,3.0,0,0.0,37,0.5967741935483871,1.0,0,0,0.0,10,0.22,,15.5,2.0,0.0,0.0,4.5,13.5,9.0,2.25,0.0,0.0,0.0,0.0,1,VER,0,4.0,4,0.312
2024,5567.0,El Aguila de Veracruz,827459,Alejandro Trujillo,1,RP,5,0,5,6.0,7,2,0,2,8,3,0,8,0,0.308,26,0.367,0.615,0.982,0,0,,0,100,9.0,6.0,0,0,0,0,0,0,6,1.8333333333333333,30,18,5.0,0,0.0,67,0.67,0.0,0,0,0.0,16,0.83,,16.666666666666668,3.0,2.6666666666666665,12.0,4.5,12.0,10.5,3.0,0.0,0.0,0.0,0.0,1,VER,0,6.0,4,0.353
2024,5567.0,El Aguila de Veracruz,542278,Fredy Quintero,1,SP,6,6,26,21.0,26,9,2,2,13,8,0,30,0,0.337,89,0.388,0.551,0.9390000000000001,0,5,100.0,1,360,10.067796610169491,19.2,2,2,0,0,0,0,22,1.9322033898305084,98,59,6.0,0,0.0,221,0.6138888888888889,0.0,1,2,0.0,49,1.24,0.5,18.30508474576271,0.0,1.625,5.949152542372881,3.661016949152542,13.728813559322033,11.898305084745761,0.9152542372881355,0.0,0.0,0.0,0.0,1,VER,1,19.666666666666668,17,0.373
2024,5567.0,El Aguila de Veracruz,660546,Yennsy Díaz,1,"SP, RP",6,1,6,7.0,10,4,1,1,4,6,0,13,0,0.433,30,0.528,0.733,1.2610000000000001,1,0,0.0,0,155,12.705882352941176,5.2,0,1,0,0,2,0,8,3.352941176470588,36,17,6.0,0,0.0,85,0.5483870967741935,0.0,0,0,0.0,22,0.86,0.0,27.352941176470587,0.0,0.6666666666666666,6.352941176470588,9.529411764705882,20.64705882352941,15.88235294117647,1.588235294117647,1.0,1.0,0.0,0.0,0,VER,0,5.666666666666667,7,0.48
2024,5567.0,El Aguila de Veracruz,663463,Jio Orozco,1,RP,2,0,4,3.0,4,0,0,1,0,4,0,5,0,0.417,12,0.562,0.667,1.229,0,0,,0,59,15.428571428571427,2.1,0,0,0,0,0,0,4,3.8571428571428568,16,7,2.0,0,0.0,30,0.5084745762711864,0.0,0,0,0.0,8,1.33,,25.285714285714285,0.0,0.0,0.0,15.428571428571427,19.285714285714285,15.428571428571427,3.8571428571428568,3.0,0.0,0.0,0.0,0,VER,0,2.3333333333333335,4,0.364
2024,5567.0,El Aguila de Veracruz,814424,Uriel Ferman,1,RP,3,0,3,1.0,5,1,0,1,2,1,0,10,0,0.625,16,0.647,0.875,1.522,0,0,,0,63,22.5,2.0,0,0,0,0,0,0,5,5.5,17,6,3.0,0,0.0,40,0.6349206349206349,0.0,0,0,0.0,14,3.0,,31.5,2.0,2.0,9.0,4.5,45.0,22.5,4.5,2.0,2.0,0.0,0.0,0,VER,0,2.0,8,0.692
2024,5567.0,El Aguila de Veracruz,682503,Felix Minjarez,1,RP,1,0,0,1.0,2,0,0,0,0,2,0,0,2,0.0,1,0.8,0.0,0.8,0,0,,0,23,27.0,0.1,0,0,0,0,0,0,1,6.0,5,1,1.0,0,0.0,10,0.43478260869565216,2.0,0,1,0.0,0,0.0,,69.0,0.0,0.0,0.0,54.0,0.0,54.0,0.0,1.0,1.0,0.0,0.0,0,VER,0,0.3333333333333333,0,0.0
2024,5567.0,El Aguila de Veracruz,519263,A.J. Schugel,1,SP,1,1,0,2.0,7,1,0,2,4,0,0,8,1,0.571,14,0.6,1.071,1.6709999999999998,0,1,100.0,0,56,31.5,2.0,0,1,0,0,0,0,7,4.0,15,6,1.0,0,0.0,34,0.6071428571428571,1.0,0,0,0.0,15,0.0,0.0,28.0,0.0,inf,18.0,0.0,36.0,31.5,9.0,0.0,0.0,0.0,0.0,0,VER,0,2.0,5,0.75
2024,579.0,Guerreros de Oaxaca,670103,Raymond Burgos,1,RP,1,0,1,1.0,0,0,0,0,0,0,0,2,0,0.5,4,0.5,0.5,1.0,0,0,,1,15,0.0,1.0,0,0,0,0,0,0,0,2.0,4,3,1.0,0,0.0,11,0.7333333333333333,0.0,0,0,0.0,2,1.0,,15.0,0.0,,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,OAX,0,1.0,2,0.5
2024,579.0,Guerreros de Oaxaca,827370,Iker Redona,1,RP,1,0,2,1.0,0,0,0,0,0,0,0,0,0,0.0,3,0.0,0.0,0.0,0,0,,0,9,0.0,1.0,0,0,0,0,0,0,0,0.0,3,3,1.0,0,0.0,6,0.6666666666666666,0.0,0,0,0.0,0,2.0,,9.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,OAX,0,1.0,0,0.0
2024,579.0,Guerreros de Oaxaca,691823,Esteban Bloch,1,RP,48,0,65,51.0,21,9,1,8,41,14,1,46,2,0.229,201,0.283,0.403,0.6859999999999999,2,0,0.0,8,770,3.0,57.0,8,1,1,5,14,4,19,1.0526315789473684,219,171,48.0,0,0.0,491,0.6376623376623377,2.0,0,1,2.0,81,1.27,0.889,13.508771929824562,6.0,2.9285714285714284,6.473684210526316,2.210526315789474,7.2631578947368425,3.3157894736842106,1.263157894736842,16.0,9.0,0.0,0.0,2,OAX,0,57.0,28,0.247
2024,579.0,Guerreros de Oaxaca,467785,Radhames Liz,1,SP,9,9,45,34.0,20,8,0,4,42,24,1,46,5,0.28,164,0.389,0.402,0.791,2,2,50.0,5,755,3.4285714285714284,42.0,2,2,0,0,0,0,16,1.6666666666666667,196,126,9.0,0,0.0,458,0.6066225165562914,5.0,1,1,0.0,66,1.32,0.5,17.976190476190474,0.0,1.75,9.0,5.142857142857143,9.857142857142858,4.285714285714286,0.8571428571428571,0.0,0.0,0.0,3.0,0,OAX,1,42.0,34,0.356
2024,579.0,Guerreros de Oaxaca,666672,Jojanse Torres,1,RP,36,0,39,39.0,20,4,0,2,25,18,2,32,0,0.239,134,0.329,0.313,0.642,3,1,25.0,4,541,4.0754716981132075,35.1,2,3,8,13,6,5,16,1.4150943396226414,153,106,36.0,0,0.0,335,0.6192236598890942,0.0,0,1,0.0,42,1.0,0.4,15.31132075471698,23.0,1.3888888888888888,6.367924528301886,4.584905660377358,8.150943396226415,5.094339622641509,0.5094339622641509,0.0,0.0,0.0,1.0,0,OAX,0,35.333333333333336,26,0.28
2024,579.0,Guerreros de Oaxaca,641300,Reza Aleaziz,1,RP,38,0,30,35.0,16,8,0,7,27,13,1,35,1,0.278,126,0.348,0.508,0.856,1,2,66.7,1,547,4.5473684210526315,31.2,2,5,7,11,5,4,16,1.5157894736842106,141,95,38.0,0,0.0,353,0.6453382084095064,1.0,0,6,0.0,64,0.86,0.286,17.273684210526316,15.0,2.076923076923077,7.673684210526315,3.694736842105263,9.947368421052632,4.5473684210526315,1.9894736842105263,25.0,9.0,0.0,0.0,1,OAX,0,31.666666666666668,20,0.301
2024,579.0,Guerreros de Oaxaca,660440,Odalvi Javier,1,"SP, RP",29,7,71,42.0,37,16,0,8,39,32,1,58,3,0.282,206,0.383,0.476,0.859,2,5,71.4,8,940,4.955696202531646,52.2,3,4,1,1,1,0,29,1.7088607594936709,245,158,29.0,0,0.0,567,0.6031914893617021,3.0,1,7,0.0,98,1.69,0.429,17.848101265822784,4.0,1.21875,6.6645569620253164,5.468354430379747,9.911392405063292,6.322784810126582,1.3670886075949367,13.0,6.0,0.0,2.0,2,OAX,0,52.666666666666664,34,0.311
2024,579.0,Guerreros de Oaxaca,669476,Jake Walters,1,SP,17,17,80,80.0,46,16,2,9,61,41,0,90,9,0.294,306,0.389,0.448,0.837,5,4,44.4,6,1416,4.991596638655462,79.1,6,2,0,0,0,0,44,1.6512605042016808,361,238,17.0,1,1.0,822,0.5805084745762712,9.0,1,7,1.0,137,1.0,0.75,17.84873949579832,0.0,1.4878048780487805,6.920168067226891,4.651260504201681,10.210084033613446,5.218487394957983,1.0210084033613447,0.0,0.0,0.0,1.0,4,OAX,3,79.33333333333333,63,0.338
2024,579.0,Guerreros de Oaxaca,663603,Solomon Bates,1,SP,16,16,66,75.0,47,15,1,11,79,35,0,80,1,0.268,298,0.347,0.436,0.7829999999999999,5,5,50.0,5,1325,5.187772925764192,76.1,6,5,0,0,0,0,44,1.5065502183406114,336,229,16.0,0,0.0,808,0.609811320754717,1.0,0,2,0.0,130,0.88,0.545,17.35807860262009,0.0,2.257142857142857,9.314410480349345,4.1266375545851535,9.43231441048035,5.541484716157205,1.296943231441048,0.0,0.0,0.0,2.0,0,OAX,3,76.33333333333333,53,0.332
2024,579.0,Guerreros de Oaxaca,680024,Jose Frutos,1,RP,24,0,27,33.0,18,4,1,5,16,17,0,34,1,0.312,109,0.406,0.505,0.911,0,2,100.0,3,487,6.151898734177215,26.1,0,0,0,1,1,1,18,1.9367088607594938,128,79,24.0,0,0.0,302,0.6201232032854209,1.0,0,3,0.0,55,0.82,,18.49367088607595,5.0,0.9411764705882353,5.468354430379747,5.810126582278481,11.620253164556962,6.151898734177215,1.7088607594936709,12.0,5.0,0.0,0.0,1,OAX,0,26.333333333333332,24,0.326
2024,579.0,Guerreros de Oaxaca,540988,Demetrio Gutierrez,1,"SP, RP",23,3,47,46.0,32,19,0,11,31,11,0,64,2,0.348,184,0.385,0.63,1.0150000000000001,1,2,66.7,3,714,6.428571428571429,42.0,0,1,0,1,0,1,30,1.7857142857142858,201,126,23.0,0,0.0,474,0.6638655462184874,2.0,1,0,2.0,116,1.02,0.0,17.0,3.0,2.8181818181818183,6.642857142857143,2.357142857142857,13.714285714285714,6.857142857142857,2.357142857142857,14.0,3.0,0.0,1.0,3,OAX,0,42.0,34,0.366
2024,579.0,Guerreros de Oaxaca,642532,Luis Miranda,1,SP,16,16,77,59.0,59,12,0,11,73,33,0,82,7,0.283,290,0.369,0.438,0.8069999999999999,2,3,60.0,6,1351,6.625,72.0,5,4,0,0,0,0,53,1.5972222222222223,331,216,16.0,0,0.0,845,0.6254626202812731,7.0,1,8,2.0,127,1.31,0.556,18.76388888888889,0.0,2.212121212121212,9.125,4.125,10.25,7.375,1.375,0.0,0.0,0.0,0.0,1,OAX,1,72.0,59,0.343
2024,579.0,Guerreros de Oaxaca,665854,Luis Oviedo,1,"SP, RP",4,3,9,13.0,9,4,0,1,5,10,0,15,0,0.366,41,0.481,0.537,1.018,0,3,100.0,2,206,7.2,10.0,0,2,0,0,0,0,8,2.5,52,30,4.0,0,0.0,118,0.5728155339805825,0.0,0,3,0.0,22,0.69,0.0,20.6,1.0,0.5,4.5,9.0,13.5,8.1,0.9,0.0,0.0,0.0,0.0,1,OAX,0,10.0,10,0.389
2024,579.0,Guerreros de Oaxaca,644429,Anderson Severino,1,"SP, RP",20,1,14,7.0,15,5,0,1,27,18,0,18,1,0.277,65,0.44,0.4,0.8400000000000001,1,4,80.0,2,373,7.56,16.2,0,1,0,0,9,0,14,2.1599999999999997,85,50,20.0,0,0.0,216,0.579088471849866,1.0,1,3,0.0,26,2.0,0.0,22.38,0.0,1.5,14.579999999999998,9.719999999999999,9.719999999999999,8.1,0.5399999999999999,8.0,3.0,0.0,1.0,0,OAX,0,16.666666666666668,12,0.459
2024,579.0,Guerreros de Oaxaca,680660,Oscar Valenzuela,1,RP,2,0,3,2.0,2,1,0,1,1,0,0,4,0,0.4,10,0.4,0.8,1.2000000000000002,0,0,,1,36,7.7142857142857135,2.1,0,0,0,0,0,0,2,1.7142857142857142,10,7,2.0,0,0.0,21,0.5833333333333334,0.0,0,0,0.0,8,1.5,,15.428571428571427,0.0,inf,3.8571428571428568,0.0,15.428571428571427,7.7142857142857135,3.8571428571428568,0.0,0.0,0.0,0.0,0,OAX,0,2.3333333333333335,2,0.375
2024,579.0,Guerreros de Oaxaca,641506,Adrian De Horta,1,"SP, RP",12,4,21,23.0,21,5,0,2,16,11,0,29,1,0.341,85,0.418,0.471,0.889,1,1,50.0,3,376,9.0,21.0,0,1,1,1,2,0,21,1.9047619047619047,101,63,12.0,0,0.0,224,0.5957446808510638,1.0,0,5,0.0,40,0.91,0.0,17.904761904761905,1.0,1.4545454545454546,6.857142857142857,4.714285714285714,12.428571428571429,9.0,0.8571428571428571,6.0,2.0,0.0,3.0,1,OAX,0,21.0,22,0.397
2024,579.0,Guerreros de Oaxaca,664482,Gonzalo Ochoa,1,RP,9,0,11,7.0,8,1,0,1,2,9,1,10,1,0.345,29,0.5,0.483,0.983,1,2,66.7,2,147,9.0,8.0,1,0,0,1,0,1,8,2.375,40,24,9.0,0,0.0,79,0.5374149659863946,1.0,0,1,0.0,14,1.57,1.0,18.375,1.0,0.2222222222222222,2.25,10.125,11.25,9.0,1.125,10.0,1.0,0.0,0.0,1,OAX,0,8.0,8,0.333
2024,579.0,Guerreros de Oaxaca,629498,Johan Quezada,1,"SP, RP",22,1,27,14.0,20,4,0,4,15,14,0,29,6,0.349,83,0.471,0.542,1.013,0,2,100.0,3,388,9.0,20.0,0,2,1,3,5,2,20,2.15,105,60,22.0,0,0.0,228,0.5876288659793815,6.0,0,3,0.0,45,1.93,0.0,19.4,4.0,1.0714285714285714,6.75,6.3,13.05,9.0,1.8,2.0,0.0,0.0,1.0,1,OAX,0,20.0,21,0.385
2024,579.0,Guerreros de Oaxaca,678640,Carlos Betancourt,1,RP,7,0,5,8.0,8,5,0,1,5,3,0,10,1,0.357,28,0.438,0.643,1.081,0,1,100.0,0,86,10.5,6.0,0,0,0,0,1,0,7,2.1666666666666665,32,18,7.0,0,0.0,55,0.6395348837209303,1.0,0,1,0.0,18,0.63,,14.333333333333334,1.0,1.6666666666666667,7.5,4.5,15.0,12.0,1.5,2.0,1.0,0.0,0.0,0,OAX,0,6.0,4,0.409
2024,579.0,Guerreros de Oaxaca,683478,Nolberto Henriquez,1,RP,2,0,1,1.0,2,1,0,1,2,2,0,3,1,0.429,7,0.6,1.0,1.6,1,0,0.0,0,41,10.8,1.2,0,0,0,0,0,0,2,3.0000000000000004,10,5,2.0,0,0.0,17,0.4146341463414634,1.0,0,0,0.0,7,1.0,,24.6,0.0,1.0,10.8,10.8,16.200000000000003,10.8,5.4,1.0,1.0,0.0,0.0,0,OAX,0,1.6666666666666665,1,0.5
2024,579.0,Guerreros de Oaxaca,592329,Jason García,1,RP,16,0,21,11.0,18,3,0,3,6,12,1,24,2,0.407,59,0.514,0.61,1.124,1,1,50.0,2,273,11.571428571428571,14.0,0,0,0,0,4,0,18,2.5714285714285716,76,42,16.0,0,0.0,156,0.5714285714285714,2.0,0,3,0.0,36,1.91,,19.5,1.0,0.5,3.857142857142857,7.714285714285714,15.428571428571429,11.571428571428571,1.9285714285714286,10.0,3.0,0.0,2.0,1,OAX,0,14.0,18,0.412
2024,579.0,Guerreros de Oaxaca,688843,Jacques Pucheu,1,"SP, RP",2,1,8,3.0,7,0,0,2,1,6,0,10,0,0.476,21,0.593,0.762,1.355,0,0,,1,106,12.6,5.0,0,1,0,1,0,1,7,3.2,28,15,2.0,0,0.0,56,0.5283018867924528,0.0,0,1,0.0,16,2.67,0.0,21.2,0.0,0.16666666666666666,1.8,10.8,18.0,12.6,3.6,0.0,0.0,0.0,1.0,0,OAX,0,5.0,8,0.444
2024,579.0,Guerreros de Oaxaca,802559,Victor Morales,1,RP,14,0,11,13.0,18,6,0,3,11,9,0,25,1,0.417,60,0.5,0.667,1.167,0,2,100.0,2,281,12.789473684210527,12.2,0,1,0,1,3,1,18,2.6842105263157894,70,38,14.0,0,0.0,176,0.6263345195729537,1.0,0,1,0.0,40,0.85,0.0,22.18421052631579,4.0,1.2222222222222223,7.815789473684211,6.394736842105264,17.763157894736842,12.789473684210527,2.1315789473684212,5.0,1.0,0.0,0.0,0,OAX,0,12.666666666666666,16,0.478
2024,579.0,Guerreros de Oaxaca,677676,Diosmerky Taveras,1,RP,3,0,2,0.0,7,1,0,4,2,2,0,9,0,0.692,13,0.733,1.692,2.425,0,0,,0,63,47.25,1.1,0,0,0,0,0,0,7,8.25,15,4,3.0,0,0.0,33,0.5238095238095238,0.0,0,0,0.0,22,2.0,,47.25,1.0,1.0,13.5,13.5,60.75,47.25,27.0,2.0,2.0,0.0,0.0,0,OAX,0,1.3333333333333333,4,0.714
2024,4444.0,Caliente de Durango,691376,Irving Medina,1,RP,1,0,0,1.0,0,1,0,0,0,1,0,1,0,0.5,2,0.667,1.0,1.667,0,0,,0,16,0.0,0.1,0,0,0,0,0,0,0,6.0,3,1,1.0,0,0.0,9,0.5625,0.0,0,0,0.0,2,0.0,,48.0,1.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DUR,0,0.3333333333333333,0,0.5
2024,4444.0,Caliente de Durango,685730,Hendrick Briones,1,RP,4,0,2,5.0,1,1,0,0,6,5,0,3,0,0.188,16,0.381,0.25,0.631,0,0,,1,100,1.8,5.0,0,0,0,0,0,0,1,1.6,21,15,4.0,0,0.0,52,0.52,0.0,0,3,0.0,4,0.4,,20.0,0.0,1.2,10.8,9.0,5.4,1.8,0.0,0.0,0.0,0.0,0.0,0,DUR,0,5.0,2,0.3
2024,4444.0,Caliente de Durango,682274,Yaramil Hiraldo,1,RP,24,0,26,15.0,7,4,0,3,27,8,0,9,1,0.118,76,0.212,0.289,0.501,0,2,100.0,0,331,2.0454545454545454,22.0,3,0,0,3,9,3,5,0.7727272727272727,86,66,24.0,0,0.0,213,0.6435045317220544,1.0,0,1,1.0,22,1.73,1.0,15.045454545454545,3.0,3.375,11.045454545454545,3.272727272727273,3.6818181818181817,2.8636363636363638,1.2272727272727273,3.0,1.0,0.0,1.0,0,DUR,0,22.0,2,0.13
2024,4444.0,Caliente de Durango,683030,Edwyn Valle,1,RP,48,0,49,39.0,18,10,1,2,24,19,3,38,3,0.253,150,0.349,0.373,0.722,2,7,77.8,4,630,3.661016949152542,39.1,5,0,1,1,2,0,16,1.4491525423728813,172,118,48.0,0,0.0,400,0.6349206349206349,3.0,1,1,0.0,56,1.26,1.0,16.01694915254237,5.0,1.263157894736842,5.491525423728813,4.347457627118644,8.694915254237287,4.11864406779661,0.45762711864406774,40.0,16.0,0.0,0.0,0,DUR,0,39.333333333333336,25,0.29
2024,4444.0,Caliente de Durango,645799,Isaac Jimenez,1,RP,37,0,33,34.0,20,6,2,4,23,13,2,41,1,0.318,129,0.385,0.488,0.873,4,2,33.3,5,567,4.363636363636363,33.0,1,2,0,2,6,2,16,1.6363636363636365,145,99,37.0,0,0.0,347,0.6119929453262787,1.0,0,5,1.0,63,0.97,0.333,17.181818181818183,8.0,1.7692307692307692,6.2727272727272725,3.5454545454545454,11.181818181818182,5.454545454545454,1.0909090909090908,3.0,0.0,0.0,2.0,0,DUR,0,33.0,29,0.363
2024,4444.0,Caliente de Durango,547921,Tiago Da Silva,1,"SP, RP",21,14,66,70.0,45,15,2,7,51,17,0,78,6,0.301,259,0.354,0.456,0.81,3,9,75.0,3,1095,5.735751295336788,64.1,5,5,0,0,1,0,41,1.4766839378238343,288,193,21.0,0,0.0,687,0.6273972602739726,6.0,2,3,1.0,118,0.94,0.5,17.020725388601036,1.0,3.0,7.134715025906736,2.378238341968912,10.911917098445597,6.295336787564767,0.9792746113989638,3.0,0.0,0.0,3.0,3,DUR,1,64.33333333333333,54,0.348
2024,4444.0,Caliente de Durango,510552,Ozzie Mendez,1,RP,39,0,25,20.0,17,10,1,2,19,15,4,33,0,0.351,94,0.432,0.543,0.9750000000000001,0,4,100.0,3,442,6.136363636363637,22.0,0,1,0,0,3,0,15,2.1818181818181817,112,66,39.0,0,0.0,254,0.5746606334841629,0.0,0,2,0.0,51,1.25,0.0,20.09090909090909,6.0,1.2666666666666666,7.7727272727272725,6.136363636363637,13.5,6.954545454545454,0.8181818181818182,55.0,30.0,0.0,1.0,2,DUR,0,22.0,20,0.413
2024,4444.0,Caliente de Durango,663782,Joe Corbett,1,RP,16,0,14,12.0,11,4,1,2,21,8,1,17,1,0.27,63,0.361,0.46,0.821,0,0,,2,291,6.1875,16.0,1,1,3,4,2,1,11,1.5625,73,48,16.0,0,0.0,194,0.6666666666666666,1.0,0,3,0.0,29,1.17,0.5,18.1875,8.0,2.625,11.8125,4.5,9.5625,6.1875,1.125,0.0,0.0,0.0,1.0,0,DUR,0,16.0,10,0.375
2024,4444.0,Caliente de Durango,621144,Cal Becker,1,SP,2,2,6,10.0,5,3,0,0,4,10,1,5,0,0.217,23,0.429,0.348,0.7769999999999999,0,0,,0,135,6.428571428571429,7.0,0,1,0,0,0,0,5,2.142857142857143,35,21,2.0,0,0.0,70,0.5185185185185185,0.0,0,1,0.0,8,0.6,0.0,19.285714285714285,0.0,0.4,5.142857142857143,12.857142857142858,6.428571428571429,6.428571428571429,0.0,0.0,0.0,0.0,0.0,2,DUR,0,7.0,2,0.238
2024,4444.0,Caliente de Durango,694642,Kent Hasler,1,RP,36,0,24,37.0,27,8,0,5,37,14,1,34,1,0.262,130,0.336,0.438,0.774,1,6,85.7,1,592,6.68041237113402,32.1,0,1,0,0,6,0,24,1.4845360824742266,147,97,36.0,0,0.0,370,0.625,1.0,0,8,0.0,57,0.65,0.0,18.309278350515463,7.0,2.642857142857143,10.298969072164947,3.8969072164948453,9.463917525773196,7.515463917525772,1.3917525773195876,7.0,6.0,0.0,1.0,1,DUR,0,32.333333333333336,21,0.326
2024,4444.0,Caliente de Durango,827710,Greg Duncan,1,"SP, RP",14,4,37,18.0,29,5,0,2,25,13,1,37,6,0.319,116,0.412,0.414,0.826,2,5,71.4,3,502,6.8354430379746836,26.1,1,2,0,0,0,0,20,1.89873417721519,136,79,14.0,0,0.0,302,0.601593625498008,6.0,0,4,0.0,48,2.06,0.333,19.06329113924051,1.0,1.9230769230769231,8.544303797468356,4.443037974683545,12.645569620253164,9.911392405063292,0.6835443037974683,1.0,0.0,0.0,0.0,1,DUR,0,26.333333333333332,30,0.389
2024,4444.0,Caliente de Durango,674478,Luis Payan,1,"SP, RP",6,5,26,22.0,24,8,0,2,16,6,1,41,3,0.402,102,0.442,0.539,0.9810000000000001,2,3,60.0,1,421,6.850746268656716,22.1,2,1,0,0,0,0,17,2.1044776119402986,114,67,6.0,0,0.0,267,0.6342042755344418,3.0,0,2,0.0,55,1.18,0.667,18.850746268656717,0.0,2.6666666666666665,6.447761194029851,2.4179104477611943,16.522388059701495,9.671641791044777,0.8059701492537313,0.0,0.0,0.0,1.0,2,DUR,0,22.333333333333332,31,0.453
2024,4444.0,Caliente de Durango,572308,José A. Váldez,1,"SP, RP",10,9,45,50.0,39,11,2,5,30,25,0,59,3,0.328,180,0.412,0.494,0.9059999999999999,3,5,62.5,3,834,7.4,45.0,1,8,0,0,0,0,37,1.8666666666666667,212,135,10.0,0,0.0,505,0.605515587529976,3.0,2,0,1.0,89,0.9,0.111,18.533333333333335,0.0,1.2,6.0,5.0,11.8,7.8,1.0,2.0,0.0,0.0,1.0,3,DUR,2,45.0,41,0.365
2024,4444.0,Caliente de Durango,642857,Yapson Gomez,1,RP,6,0,5,6.0,4,0,0,0,1,3,0,10,1,0.476,21,0.538,0.476,1.014,0,0,,0,86,8.1,3.1,0,1,0,0,0,0,3,3.9,26,10,6.0,0,0.0,54,0.627906976744186,1.0,0,0,0.0,10,0.83,0.0,25.799999999999997,0.0,0.3333333333333333,2.6999999999999997,8.1,27.0,10.799999999999999,0.0,0.0,0.0,0.0,0.0,1,DUR,0,3.3333333333333335,10,0.476
2024,4444.0,Caliente de Durango,660751,Gregori Vasquez,1,"SP, RP",10,8,36,46.0,33,9,2,3,18,17,1,51,0,0.345,148,0.407,0.493,0.8999999999999999,2,6,75.0,3,694,8.12621359223301,34.1,1,4,0,0,0,0,31,1.9805825242718444,168,103,10.0,0,0.0,414,0.5965417867435159,0.0,0,0,0.0,73,0.78,0.2,20.213592233009706,0.0,1.0588235294117647,4.718446601941747,4.45631067961165,13.36893203883495,8.650485436893204,0.7864077669902912,0.0,0.0,0.0,1.0,2,DUR,1,34.333333333333336,37,0.372
2024,4444.0,Caliente de Durango,593450,Luis Ramirez,1,"SP, RP",31,3,46,43.0,45,17,0,5,24,29,2,55,5,0.327,168,0.441,0.518,0.9590000000000001,3,1,25.0,5,814,9.45,40.0,1,2,0,0,4,0,42,2.1,202,120,31.0,0,0.0,478,0.5872235872235873,5.0,1,5,0.0,87,1.07,0.333,20.35,3.0,0.8275862068965517,5.4,6.525,12.375,10.125,1.125,19.0,12.0,0.0,0.0,0,DUR,0,40.0,33,0.36
2024,4444.0,Caliente de Durango,678414,Felipe Acosta,1,RP,15,0,12,28.0,20,6,1,3,12,11,0,28,2,0.354,79,0.441,0.57,1.011,0,1,100.0,1,335,9.529411764705882,17.0,0,0,0,0,0,0,18,2.2941176470588234,93,51,15.0,0,0.0,184,0.5492537313432836,2.0,0,8,0.0,45,0.43,,19.705882352941178,8.0,1.0909090909090908,6.352941176470588,5.823529411764706,14.823529411764707,10.588235294117647,1.588235294117647,14.0,10.0,0.0,0.0,1,DUR,0,17.0,18,0.385
2024,4444.0,Caliente de Durango,660850,Juan Robles,1,RP,38,0,28,37.0,37,10,0,5,24,19,2,46,4,0.351,131,0.439,0.542,0.9810000000000001,0,5,100.0,4,628,9.9,30.0,1,2,1,1,0,0,33,2.1666666666666665,158,90,38.0,0,0.0,381,0.606687898089172,4.0,0,1,0.0,71,0.76,0.333,20.933333333333334,7.0,1.263157894736842,7.2,5.7,13.8,11.1,1.5,31.0,17.0,0.0,1.0,3,DUR,0,30.0,31,0.39
2024,4444.0,Caliente de Durango,672606,Ricardo Hernandez,1,RP,7,0,7,7.0,9,2,1,2,4,5,0,10,0,0.385,26,0.455,0.769,1.224,0,0,,2,124,12.149999999999999,6.2,0,0,0,0,0,0,9,2.25,33,20,7.0,0,0.0,72,0.5806451612903226,0.0,1,0,0.0,20,1.0,,18.599999999999998,2.0,0.8,5.3999999999999995,6.75,13.5,12.149999999999999,2.6999999999999997,10.0,3.0,0.0,0.0,2,DUR,0,6.666666666666667,5,0.364
