season,team_id,team_name,player_id,Name,position_code,W%,R/9,BF,BABIP,OBP,SLG,OPS,K/9,BB/9,HR/9,H/9,K/BB,inheritedRunners,inheritedRunnersScored,bequeathedRunners,bequeathedRunnersScored,SB,CS,QS,GF,2B,3B,GIDP,gidpOpp,WP,BK,pickOffs,totalSwings,swingAndMisses,BIP,runSupport,Str%,P/IP,P/PA,BB%,K%,HR/PA,BB/K,ISO,FO,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,Strikes,Fstrikes,CSW,Cstr,POS,HR,K,BB,numP,AVG,HBP,SF,H,AB,R,ER,G,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,CSW%,CStr%,F-Strike%,IP,IP_corrected,1B
2024,6303.0,Conspiradores de Queretaro,572025,Miguel Pena,1,,19.8,36,0.565,0.657,0.926,1.5830000000000002,3.6,14.4,3.6,27.0,0.25,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,4,0,2.0,11.0,0.0,0.0,0.0,58,9,26,0.0,54.0,30.0,4.167,22.2,5.6,0.056,4.0,0.37,2,0,0,9,3,0,7,5,QRO,81,18,31,22,RP,2,2,8,150,0.556,0,0,15,27,11,11,6,40.0,6.0,15.5,19.2,53.8,26.9,0.0,-16.7,20.7,14.7,50.0,5.0,5.0,9
2024,6303.0,Conspiradores de Queretaro,595413,Kenneth Sigman,1,,9.0,21,0.333,0.476,0.588,1.064,2.25,9.0,2.25,13.5,0.25,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,5.0,0.0,1.0,0.0,26,3,16,1.0,52.4,15.75,3.0,19.0,4.8,0.048,4.0,0.235,1,1,1,7,2,0,3,1,QRO,33,11,10,7,RP,1,1,4,63,0.353,0,0,6,17,4,4,3,33.3,4.8,11.5,18.8,50.0,25.0,6.2,-14.3,15.9,11.1,52.4,4.0,4.0,4
2024,6303.0,Conspiradores de Queretaro,602345,Linder Castro,1,0.0,7.448275862068965,241,0.336,0.444,0.562,1.006,6.3310344827586205,8.006896551724138,2.0482758620689654,11.358620689655172,0.7906976744186046,6.0,2.0,4.0,3.0,3.0,2.0,0.0,6.0,14,0,5.0,45.0,4.0,1.0,0.0,393,99,162,36.0,55.7,19.47,3.905,17.8,14.1,0.046,1.265,0.245,23,16,12,50,19,0,30,12,QRO,524,119,229,130,"SP, RP",11,34,43,941,0.318,2,2,61,192,40,37,21,26.2,10.5,25.2,25.9,38.3,25.9,9.9,-3.7,24.3,13.8,49.4,48.1,48.333333333333336,36
2024,6303.0,Conspiradores de Queretaro,606190,Jorgan Cavanerio,1,1.0,3.2399999999999998,33,0.227,0.281,0.433,0.714,6.4799999999999995,1.0799999999999998,2.1599999999999997,7.56,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,1.0,4.0,0.0,0.0,0.0,53,9,25,1.0,72.8,12.36,3.121,3.0,18.2,0.061,0.167,0.2,3,1,0,14,3,0,1,3,QRO,75,27,31,22,RP,2,6,1,103,0.233,1,0,7,30,3,3,9,33.3,8.7,17.0,24.0,68.0,4.0,4.0,15.2,30.1,21.4,81.8,8.1,8.333333333333334,5
2024,6303.0,Conspiradores de Queretaro,606467,Richelson Peña,1,1.0,5.0,79,0.328,0.329,0.481,0.81,4.0,1.0,1.0,12.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,7,0,2.0,13.0,1.0,0.0,0.0,135,19,69,24.0,65.8,15.78,3.595,2.5,10.1,0.025,0.25,0.169,20,3,2,20,4,0,12,8,QRO,187,52,71,52,SP,2,8,2,284,0.312,0,0,24,77,10,9,4,8.3,6.7,14.1,34.8,40.6,20.3,4.3,7.6,25.0,18.3,65.8,18.0,18.0,15
2024,6303.0,Conspiradores de Queretaro,616617,Adrian Gusman,1,,1.9285714285714284,34,0.25,0.206,0.212,0.418,8.678571428571429,0.9642857142857142,0.0,5.785714285714286,9.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1,0,0.0,5.0,0.0,0.0,0.0,63,19,24,12.0,67.5,13.5,3.706,2.9,26.5,0.0,0.111,0.03,6,1,1,10,1,0,3,2,QRO,85,18,41,22,RP,0,9,1,126,0.182,0,0,6,33,2,2,8,0.0,15.1,30.2,29.2,50.0,16.7,4.2,23.5,32.5,17.5,52.9,9.1,9.333333333333334,5
2024,6303.0,Conspiradores de Queretaro,625068,Javier Rodriguez,1,0.0,10.333333333333334,147,0.388,0.456,0.582,1.038,6.666666666666667,7.666666666666667,2.0,14.666666666666666,0.8695652173913043,6.0,5.0,12.0,3.0,1.0,0.0,0.0,5.0,7,1,5.0,35.0,3.0,0.0,0.0,240,54,104,15.0,58.0,21.0,3.857,15.6,13.6,0.041,1.15,0.221,16,3,4,37,7,0,15,22,QRO,329,80,143,89,"SP, RP",6,20,23,567,0.361,0,2,44,122,31,26,16,26.1,9.5,22.5,22.1,56.7,18.3,2.9,-2.0,25.2,15.7,54.4,27.0,27.0,30
2024,6303.0,Conspiradores de Queretaro,626843,Yosmany Guerra,6,,0.0,3,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,5,2,2,0.0,64.3,14.0,4.667,0.0,33.3,0.0,,0.0,1,0,0,1,0,0,0,0,QRO,9,0,6,4,SS,0,1,0,14,0.0,0,0,0,3,0,0,1,0.0,14.3,40.0,50.0,50.0,0.0,0.0,33.3,42.9,28.6,0.0,1.0,1.0,0
2024,6303.0,Conspiradores de Queretaro,628709,Ofreidy Gómez,1,0.6,3.946153846153846,187,0.257,0.317,0.306,0.623,8.515384615384615,4.776923076923077,0.6230769230769231,6.646153846153846,1.7826086956521738,22.0,6.0,4.0,2.0,6.0,1.0,0.0,9.0,7,0,3.0,27.0,6.0,0.0,1.0,357,98,120,22.0,62.1,16.08,3.727,12.3,21.9,0.016,0.561,0.102,17,12,6,53,4,0,15,13,QRO,433,107,174,76,RP,3,41,23,697,0.204,3,0,32,157,19,17,40,14.3,14.1,27.5,17.5,55.0,17.5,10.0,9.6,25.0,10.9,57.2,43.1,43.333333333333336,22
2024,6303.0,Conspiradores de Queretaro,639373,Gerson Bautista,1,0.571,8.915094339622641,182,0.355,0.439,0.514,0.9530000000000001,7.641509433962264,7.896226415094339,1.7830188679245282,11.716981132075471,0.967741935483871,3.0,0.0,13.0,5.0,3.0,0.0,0.0,6.0,6,1,3.0,25.0,4.0,0.0,0.0,315,60,119,17.0,57.8,20.32,3.945,17.0,16.5,0.038,1.033,0.199,21,8,7,37,14,0,16,16,QRO,415,97,159,99,RP,7,30,31,718,0.315,2,1,46,146,35,29,39,20.0,8.4,19.0,29.4,44.5,19.3,6.7,-0.5,22.1,13.8,53.3,35.1,35.333333333333336,32
2024,6303.0,Conspiradores de Queretaro,649228,Jorge Martinez,1,0.667,6.557142857142857,311,0.362,0.354,0.489,0.843,8.871428571428572,2.3142857142857145,1.542857142857143,11.185714285714285,3.8333333333333335,3.0,0.0,10.0,6.0,7.0,5.0,0.0,0.0,14,1,3.0,44.0,4.0,0.0,0.0,597,172,219,66.0,62.5,18.06,4.064,5.8,22.2,0.039,0.261,0.183,51,21,13,47,22,0,40,25,QRO,790,196,364,192,"SP, RP",12,69,18,1264,0.306,5,4,87,284,51,50,16,16.4,13.6,28.8,33.3,32.9,24.2,9.6,16.4,28.8,15.2,63.0,70.0,70.0,60
2024,6303.0,Conspiradores de Queretaro,650654,Cristopher Molina,1,0.286,9.597156398104266,347,0.41,0.449,0.679,1.1280000000000001,7.165876777251185,4.606635071090047,2.9431279620853084,14.843601895734599,1.5555555555555556,5.0,4.0,7.0,3.0,4.0,4.0,4.0,0.0,18,1,7.0,51.0,9.0,3.0,7.0,597,140,252,54.0,59.1,18.9,3.83,10.4,16.1,0.066,0.643,0.295,42,21,12,61,31,0,45,40,QRO,785,200,324,184,"SP, RP",23,56,36,1329,0.384,3,4,116,302,75,64,18,31.5,10.5,23.5,29.0,40.1,22.6,8.3,5.8,24.4,13.8,57.6,70.1,70.33333333333333,74
2024,6303.0,Conspiradores de Queretaro,668826,A.J. Candelario,1,1.0,7.75,184,0.364,0.435,0.599,1.034,9.0,7.0,2.5,12.25,1.2857142857142858,24.0,12.0,10.0,2.0,4.0,1.0,0.0,7.0,12,0,6.0,30.0,7.0,0.0,0.0,348,92,117,33.0,57.0,21.39,4.185,15.2,19.6,0.054,0.778,0.276,16,13,6,33,15,0,19,15,QRO,439,95,183,91,RP,10,36,28,770,0.322,3,1,49,152,31,27,35,32.3,11.9,26.4,26.5,41.0,21.4,11.1,4.3,23.8,11.8,51.6,36.0,36.0,27
2024,6303.0,Conspiradores de Queretaro,673603,Luis Romero,1,0.5,5.625,187,0.368,0.4,0.475,0.875,6.075,4.725,0.45,11.475,1.2857142857142858,0.0,0.0,8.0,1.0,5.0,1.0,3.0,0.0,17,1,6.0,30.0,6.0,1.0,0.0,305,65,137,22.0,58.3,17.53,3.749,11.2,14.4,0.011,0.778,0.156,24,10,11,40,14,3,19,15,QRO,409,98,166,101,SP,2,27,21,701,0.319,2,2,51,160,25,22,10,5.3,9.3,21.3,27.7,40.1,21.9,9.5,3.2,23.7,14.4,52.4,40.0,40.0,31
2024,6303.0,Conspiradores de Queretaro,683855,Carlos Viera,1,0.375,8.018181818181818,267,0.39,0.432,0.64,1.072,4.581818181818182,3.4363636363636365,1.9636363636363636,14.727272727272727,1.3333333333333333,0.0,0.0,7.0,5.0,3.0,2.0,0.0,0.0,21,3,8.0,40.0,8.0,0.0,0.0,453,84,215,46.0,61.4,17.42,3.588,7.9,10.5,0.045,0.75,0.264,23,10,8,84,30,0,31,29,QRO,588,140,217,133,"SP, RP",12,28,21,958,0.377,3,1,90,239,49,47,14,22.6,8.8,18.5,24.7,52.6,18.1,4.7,2.6,22.7,13.9,52.4,55.0,55.0,54
2024,6303.0,Conspiradores de Queretaro,803170,Fabian Muniz,1,,4.319999999999999,35,0.292,0.314,0.3,0.614,7.56,4.319999999999999,0.0,7.56,1.75,13.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,1.0,8.0,0.0,0.0,0.0,60,14,24,8.0,61.2,16.08,3.829,11.4,20.0,0.0,0.571,0.067,2,1,4,10,1,0,1,5,QRO,82,17,35,20,RP,0,7,4,134,0.233,0,1,7,30,4,4,11,0.0,10.4,23.3,12.5,62.5,20.8,4.2,8.6,26.1,14.9,48.6,8.1,8.333333333333334,5
2024,6304.0,Charros de Jalisco,477462,Esteban Haro,1,0.0,5.586206896551724,90,0.348,0.371,0.578,0.949,6.051724137931035,1.8620689655172415,2.327586206896552,13.03448275862069,3.25,19.0,5.0,3.0,0.0,0.0,0.0,0.0,6.0,5,0,2.0,13.0,0.0,0.0,0.0,175,30,72,8.0,63.1,17.95,3.856,4.4,14.4,0.056,0.308,0.241,18,6,3,17,9,0,9,10,JAL,219,50,74,44,RP,5,13,4,347,0.337,1,1,28,83,12,12,23,18.5,8.6,17.1,37.5,37.5,16.7,8.3,10.0,21.3,12.7,55.6,19.1,19.333333333333332,18
2024,6304.0,Charros de Jalisco,553883,Vicente Campos,1,,27.0,16,0.538,0.562,0.933,1.495,3.8571428571428568,3.8571428571428568,3.8571428571428568,30.857142857142854,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3,0,0.0,3.0,1.0,0.0,0.0,22,3,14,2.0,57.6,25.29,3.688,6.2,6.2,0.063,1.0,0.4,2,0,0,4,2,0,4,2,JAL,34,8,15,12,RP,1,1,1,59,0.533,0,0,8,15,7,7,3,25.0,5.1,13.6,28.6,42.9,28.6,0.0,0.0,25.4,20.3,50.0,2.1,2.3333333333333335,4
2024,6304.0,Charros de Jalisco,554374,Ariel Hernández,1,0.5,13.5,36,0.353,0.543,0.522,1.065,7.5,15.0,1.5,10.5,0.5,7.0,1.0,11.0,3.0,1.0,0.0,0.0,1.0,2,0,1.0,9.0,3.0,0.0,0.0,47,12,19,1.0,49.7,24.5,4.083,27.8,13.9,0.028,2.0,0.217,4,3,0,5,2,0,2,3,JAL,73,20,37,25,RP,1,5,10,147,0.304,2,0,7,23,9,9,7,16.7,8.2,25.5,31.6,42.1,10.5,15.8,-13.9,25.2,17.0,55.6,6.0,6.0,4
2024,6304.0,Charros de Jalisco,572868,Anthony Giansanti,7,,9.0,5,0.5,0.4,0.8,1.2000000000000002,9.0,0.0,0.0,18.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,10,0,4,4.0,66.7,24.0,4.8,0.0,20.0,0.0,,0.4,2,0,0,0,0,0,1,1,JAL,16,3,6,6,LF,0,1,0,24,0.4,0,0,2,5,1,1,1,0.0,0.0,0.0,50.0,25.0,25.0,0.0,20.0,25.0,25.0,60.0,1.0,1.0,1
2024,6304.0,Charros de Jalisco,596720,Dovydas Neverauskas,1,0.25,6.096774193548387,141,0.324,0.376,0.5,0.876,4.935483870967742,3.193548387096774,1.4516129032258065,11.32258064516129,1.5454545454545454,24.0,9.0,9.0,1.0,4.0,0.0,0.0,4.0,7,1,4.0,23.0,10.0,0.0,0.0,272,60,110,12.0,60.8,18.03,3.965,7.8,12.1,0.035,0.647,0.19,25,8,4,34,13,0,14,12,JAL,340,77,127,67,RP,5,17,11,559,0.31,3,1,39,126,21,20,34,13.2,10.7,22.1,34.5,41.8,16.4,7.3,4.3,22.7,12.0,54.6,31.0,31.0,26
2024,6304.0,Charros de Jalisco,605446,Dereck Rodríguez,1,0.75,4.5,348,0.274,0.324,0.407,0.731,5.597560975609756,3.292682926829268,1.0975609756097562,8.670731707317072,1.7,0.0,0.0,11.0,7.0,5.0,3.0,4.0,0.0,18,0,5.0,48.0,4.0,0.0,0.0,595,120,264,54.0,62.7,16.02,3.776,8.6,14.7,0.029,0.588,0.154,55,27,16,87,22,0,27,30,JAL,824,197,346,226,SP,10,51,30,1314,0.253,3,1,79,312,41,41,16,13.0,9.1,20.2,29.2,44.3,16.3,10.2,6.0,26.3,17.2,56.6,82.0,82.0,51
2024,6304.0,Charros de Jalisco,605894,Severino González,1,0.5,4.304347826086956,99,0.375,0.357,0.457,0.8140000000000001,5.086956521739131,1.565217391304348,0.391304347826087,12.130434782608695,3.25,20.0,12.0,8.0,4.0,0.0,1.0,0.0,7.0,8,0,1.0,18.0,1.0,0.0,0.0,193,35,82,16.0,64.6,17.09,3.97,4.0,13.1,0.01,0.308,0.12,16,4,4,27,13,0,11,7,JAL,254,60,93,58,RP,1,13,4,393,0.337,0,2,31,92,11,10,25,3.4,8.9,18.1,35.4,41.5,18.3,4.9,9.1,23.7,14.8,60.6,23.0,23.0,22
2024,6304.0,Charros de Jalisco,607162,Onelki Garcia,1,,5.3999999999999995,16,0.462,0.467,0.571,1.038,2.6999999999999997,2.6999999999999997,0.0,16.2,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2,0,1.0,4.0,0.0,0.0,0.0,32,4,14,0.0,65.1,18.9,3.938,6.2,6.2,0.0,1.0,0.143,4,0,0,4,0,0,2,4,JAL,41,10,12,8,RP,0,1,1,63,0.429,0,0,6,14,2,2,3,0.0,6.3,12.5,28.6,57.1,14.3,0.0,0.0,19.0,12.7,62.5,3.1,3.3333333333333335,4
2024,6304.0,Charros de Jalisco,608167,Jonathan Aro,1,0.0,8.1,75,0.286,0.36,0.582,0.942,7.02,4.319999999999999,2.6999999999999997,10.26,1.625,5.0,4.0,2.0,1.0,0.0,1.0,0.0,13.0,5,0,1.0,10.0,3.0,0.0,0.0,133,32,54,9.0,62.9,16.8,3.733,10.7,17.3,0.067,0.615,0.299,10,7,2,16,11,0,4,4,JAL,176,50,75,43,RP,5,13,8,280,0.284,0,0,19,67,15,15,17,23.8,11.4,24.1,38.9,37.0,11.1,13.0,6.7,26.8,15.4,66.7,16.2,16.666666666666668,9
2024,6304.0,Charros de Jalisco,620396,Miguel Aguilar,1,0.667,7.848837209302325,140,0.443,0.435,0.559,0.994,9.104651162790697,4.709302325581395,1.255813953488372,13.5,1.9333333333333333,30.0,9.0,26.0,8.0,1.0,2.0,0.0,5.0,7,2,5.0,25.0,2.0,0.0,1.0,231,60,94,10.0,60.5,18.35,3.757,10.7,20.7,0.029,0.517,0.195,15,4,2,30,15,0,11,17,JAL,318,76,145,85,RP,4,29,15,526,0.364,2,3,43,118,25,24,35,13.3,11.4,26.0,31.9,50.0,13.8,4.3,10.0,27.6,16.2,54.3,28.2,28.666666666666668,30
2024,6304.0,Charros de Jalisco,624420,Ian Clarkin,1,0.5,11.195121951219512,72,0.524,0.423,0.46,0.883,13.829268292682928,3.951219512195122,0.6585365853658537,15.146341463414634,3.5,7.0,5.0,7.0,5.0,2.0,0.0,0.0,3.0,3,0,1.0,15.0,0.0,1.0,0.0,133,43,44,10.0,68.3,19.61,3.722,8.3,29.2,0.014,0.286,0.095,8,0,2,11,6,0,5,12,JAL,183,49,92,49,"SP, RP",1,21,6,268,0.365,1,1,23,63,17,15,12,7.1,16.0,32.3,31.8,52.3,15.9,0.0,20.8,34.3,18.3,68.1,13.2,13.666666666666666,19
2024,6304.0,Charros de Jalisco,643494,A.J. Puckett,1,1.0,1.5283018867924527,67,0.19,0.239,0.279,0.518,8.660377358490566,3.0566037735849054,1.0188679245283019,5.094339622641509,2.8333333333333335,2.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,1,0,2.0,6.0,0.0,0.0,0.0,123,33,44,10.0,61.7,14.32,3.776,9.0,25.4,0.03,0.353,0.115,4,3,2,25,0,0,6,4,JAL,156,39,65,32,RP,2,17,6,253,0.164,0,0,10,61,3,2,18,50.0,13.0,26.8,9.1,65.9,18.2,6.8,16.4,25.7,12.6,58.2,17.2,17.666666666666668,7
2024,6304.0,Charros de Jalisco,645179,Luis Ivan Rodriguez,1,0.625,4.887931034482759,337,0.351,0.35,0.455,0.8049999999999999,6.517241379310345,1.8620689655172415,0.9310344827586208,11.056034482758621,3.5,0.0,0.0,6.0,4.0,5.0,6.0,5.0,0.0,20,1,7.0,47.0,3.0,0.0,2.0,623,146,259,69.0,65.0,15.84,3.635,4.7,16.6,0.024,0.286,0.148,37,18,12,96,41,0,21,33,JAL,796,218,316,170,SP,8,56,16,1225,0.306,6,2,95,310,42,37,15,10.3,11.9,23.4,30.1,49.8,12.7,6.9,11.9,25.8,13.9,64.7,77.1,77.33333333333333,66
2024,6304.0,Charros de Jalisco,650530,Bryan Garcia,1,0.0,9.191489361702128,81,0.353,0.412,0.359,0.7709999999999999,8.042553191489363,7.468085106382979,0.0,10.340425531914894,1.0769230769230769,8.0,2.0,12.0,6.0,0.0,0.0,0.0,1.0,3,1,1.0,13.0,3.0,0.0,0.0,145,41,52,10.0,58.1,20.55,3.975,16.0,17.3,0.0,0.929,0.078,10,5,4,15,5,0,7,6,JAL,187,44,83,42,RP,0,14,13,322,0.281,2,1,18,64,16,12,18,0.0,12.7,28.3,28.8,40.4,21.2,9.6,1.2,25.8,13.0,54.3,15.2,15.666666666666666,14
2024,6304.0,Charros de Jalisco,666929,Matt Hartman,1,0.0,7.460526315789474,119,0.392,0.42,0.529,0.9490000000000001,8.526315789473685,5.328947368421053,1.4210526315789473,11.723684210526317,1.6,0.0,0.0,10.0,5.0,1.0,4.0,0.0,0.0,9,0,3.0,21.0,3.0,0.0,0.0,223,65,78,9.0,57.8,20.49,4.361,12.6,20.2,0.034,0.625,0.206,15,7,4,19,10,0,14,9,JAL,300,72,137,72,"SP, RP",4,24,15,519,0.324,2,0,33,102,21,20,11,16.0,12.5,29.1,32.1,35.9,23.1,9.0,7.6,26.4,13.9,60.5,25.1,25.333333333333332,20
2024,6304.0,Charros de Jalisco,667445,Marshall Kasowski,1,,3.857142857142857,36,0.364,0.472,0.464,0.9359999999999999,6.428571428571429,7.714285714285714,1.2857142857142858,11.571428571428571,0.8333333333333334,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1,0,1.0,7.0,0.0,0.0,0.0,57,11,23,1.0,57.2,20.71,4.028,16.7,13.9,0.028,1.2,0.143,5,2,0,7,3,0,3,3,JAL,83,21,36,25,RP,1,5,6,145,0.321,2,0,9,28,3,3,3,12.5,7.6,19.3,34.8,43.5,13.0,8.7,-2.8,24.8,17.2,58.3,7.0,7.0,7
2024,6304.0,Charros de Jalisco,667712,Austin Hansen,1,1.0,5.043956043956044,137,0.38,0.372,0.447,0.819,8.604395604395604,2.3736263736263736,0.8901098901098902,11.274725274725276,3.625,22.0,12.0,7.0,5.0,3.0,0.0,0.0,2.0,6,1,4.0,22.0,4.0,0.0,0.0,233,76,95,12.0,61.7,16.45,3.642,5.8,21.2,0.022,0.276,0.138,9,6,6,36,18,0,8,12,JAL,308,76,149,73,RP,3,29,8,499,0.309,5,1,38,123,17,15,29,11.1,15.2,32.6,28.4,50.5,14.7,6.3,15.3,29.9,14.6,55.5,30.1,30.333333333333332,28
2024,6304.0,Charros de Jalisco,673238,Alejandro Chavez,1,,15.1875,29,0.421,0.448,0.565,1.013,8.4375,6.75,1.6875,15.1875,1.25,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,1,0,0.0,8.0,0.0,0.0,0.0,43,12,20,2.0,55.3,19.31,3.552,13.8,17.2,0.034,0.8,0.174,5,1,1,4,2,0,4,3,JAL,57,15,26,14,RP,1,5,4,103,0.391,0,2,9,23,9,9,3,14.3,11.7,27.9,35.0,35.0,25.0,5.0,3.4,25.2,13.6,51.7,5.1,5.333333333333333,7
2024,6304.0,Charros de Jalisco,678470,Kevin McGovern,1,0.0,9.41860465116279,78,0.455,0.474,0.492,0.966,10.674418604651162,8.790697674418604,1.255813953488372,13.813953488372093,1.2142857142857142,5.0,3.0,10.0,6.0,1.0,1.0,0.0,0.0,3,0,3.0,17.0,4.0,0.0,0.0,132,41,46,8.0,59.0,20.93,3.846,17.9,21.8,0.026,0.824,0.143,7,1,0,16,6,0,8,8,JAL,177,47,85,44,"SP, RP",2,17,14,300,0.349,1,0,22,63,15,14,6,15.4,13.7,31.1,28.3,52.2,17.4,2.2,3.8,28.3,14.7,60.3,14.1,14.333333333333334,17
2024,6304.0,Charros de Jalisco,680970,Andrew Pérez,1,0.0,4.839622641509433,156,0.388,0.39,0.409,0.7989999999999999,8.660377358490566,4.584905660377358,0.5094339622641509,10.188679245283017,1.8888888888888888,26.0,8.0,22.0,8.0,4.0,0.0,0.0,7.0,8,0,8.0,37.0,1.0,0.0,0.0,271,82,102,23.0,60.0,17.07,3.865,11.5,21.8,0.013,0.529,0.106,14,3,5,40,8,0,13,19,JAL,362,81,172,90,RP,2,34,18,603,0.303,2,2,40,132,19,19,42,9.1,13.6,30.3,21.6,57.8,17.6,2.9,10.3,28.5,14.9,51.9,35.1,35.333333333333336,30
2024,6304.0,Charros de Jalisco,685771,Alfredo Hurtado,2,,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,4,0,4,0.0,72.7,8.25,2.75,0.0,0.0,0.0,,0.0,3,0,0,1,0,0,0,0,JAL,8,3,4,4,C,0,0,0,11,0.0,0,0,0,4,0,0,2,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,36.4,36.4,75.0,1.1,1.3333333333333333,0
2024,6304.0,Charros de Jalisco,687953,Matt Minnick,1,0.273,7.68,362,0.345,0.388,0.502,0.89,8.04,4.44,1.56,11.16,1.8108108108108107,0.0,0.0,13.0,2.0,14.0,3.0,2.0,0.0,19,2,5.0,63.0,7.0,0.0,1.0,594,146,249,42.0,60.9,18.16,3.762,10.2,18.5,0.036,0.552,0.201,44,18,12,82,28,0,25,40,JAL,830,204,375,229,SP,13,67,37,1362,0.301,9,3,93,309,64,58,18,18.1,10.7,24.6,28.9,49.0,14.9,7.2,8.3,27.5,16.8,56.4,75.0,75.0,59
2024,6304.0,Charros de Jalisco,691678,Vidal Sotelo,1,,10.125,41,0.379,0.45,0.811,1.2610000000000001,4.5,3.375,4.5,16.875,1.3333333333333333,7.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,3,0,1.0,6.0,0.0,0.0,0.0,84,14,34,9.0,59.0,20.75,4.049,7.3,9.8,0.098,0.75,0.405,5,3,1,10,7,0,2,6,JAL,98,23,28,14,RP,4,4,3,166,0.405,0,0,15,37,9,8,6,33.3,8.4,16.7,35.3,47.1,8.8,8.8,2.4,16.9,8.4,56.1,8.0,8.0,8
2024,6304.0,Charros de Jalisco,691959,Nestor Anguamea,1,0.5,7.584269662921348,142,0.364,0.407,0.611,1.018,6.067415730337078,3.9438202247191008,2.426966292134831,13.348314606741573,1.5384615384615385,11.0,4.0,7.0,1.0,4.0,1.0,0.0,5.0,7,1,2.0,23.0,3.0,0.0,0.0,255,56,109,8.0,60.8,18.47,3.859,9.2,14.1,0.056,0.65,0.262,20,5,4,36,15,0,8,21,JAL,333,79,134,78,RP,8,20,13,548,0.349,0,1,44,126,25,25,28,22.9,10.2,22.0,32.1,52.3,11.0,4.6,4.9,24.5,14.2,55.6,29.2,29.666666666666668,28
2024,6304.0,Charros de Jalisco,703006,Jorge Sauceda,1,0.0,5.225806451612903,138,0.351,0.37,0.405,0.775,6.967741935483871,3.4838709677419355,0.5806451612903226,10.451612903225806,2.0,13.0,6.0,7.0,4.0,1.0,2.0,1.0,9.0,7,0,6.0,26.0,6.0,0.0,0.0,249,62,99,11.0,59.7,17.61,3.957,8.7,17.4,0.014,0.5,0.107,20,7,5,31,12,0,10,14,JAL,326,67,138,76,"SP, RP",2,24,12,546,0.298,3,2,36,121,18,18,19,6.2,11.4,24.9,32.3,45.5,15.2,7.1,8.7,25.3,13.9,48.6,31.0,31.0,27
2024,6304.0,Charros de Jalisco,803125,Jose Orrantia,O,,9.0,6,0.4,0.5,0.4,0.9,0.0,0.0,0.0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,3.0,0.0,0.0,0.0,8,1,5,0.0,68.8,16.0,2.667,0.0,0.0,0.0,,0.0,0,0,1,2,1,0,0,1,JAL,11,5,4,3,RP,0,0,0,16,0.4,1,0,2,5,1,1,1,0.0,6.2,12.5,20.0,60.0,20.0,0.0,0.0,25.0,18.8,83.3,1.0,1.0,2
2024,6304.0,Charros de Jalisco,811478,Luis Moreno,1,,9.642857142857142,46,0.37,0.422,0.556,0.978,8.678571428571429,6.75,1.9285714285714284,11.571428571428571,1.2857142857142858,7.0,3.0,5.0,5.0,0.0,0.0,0.0,2.0,2,0,1.0,6.0,1.0,0.0,0.0,78,18,30,7.0,60.5,19.82,4.022,15.2,19.6,0.043,0.778,0.222,5,3,1,9,4,0,6,2,JAL,112,30,52,34,RP,2,9,7,185,0.333,0,2,12,36,10,10,9,22.2,9.7,23.1,30.0,36.7,23.3,10.0,4.3,28.1,18.4,65.2,9.1,9.333333333333334,8
2024,6304.0,Charros de Jalisco,828454,Pedro Salazar,1,,6.230769230769231,21,0.286,0.381,0.235,0.616,6.230769230769231,8.307692307692308,0.0,8.307692307692308,0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0.0,2.0,1.0,0.0,0.0,27,6,14,5.0,50.0,18.0,3.714,19.0,14.3,0.0,1.333,0.0,5,2,1,2,0,0,1,3,JAL,39,9,17,11,RP,0,3,4,78,0.235,0,0,4,17,3,2,4,0.0,7.7,22.2,35.7,35.7,14.3,14.3,-4.8,21.8,14.1,42.9,4.1,4.333333333333333,4
