season,team_id,team_name,player_id,Name,position_code,W%,R/9,BF,BABIP,OBP,SLG,OPS,K/9,BB/9,HR/9,H/9,K/BB,inheritedRunners,inheritedRunnersScored,bequeathedRunners,bequeathedRunnersScored,SB,CS,QS,GF,2B,3B,GIDP,gidpOpp,WP,BK,pickOffs,totalSwings,swingAndMisses,BIP,runSupport,Str%,P/IP,P/PA,BB%,K%,HR/PA,BB/K,ISO,FO,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,Strikes,Fstrikes,CSW,Cstr,POS,HR,K,BB,numP,AVG,HBP,SF,H,AB,R,ER,G,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,CSW%,CStr%,F-Strike%,IP,IP_corrected,1B
2024,520.0,Pericos de Puebla,593679,Gabriel Ynoa,1,0.692,5.301818181818182,412,0.345,0.382,0.514,0.896,4.221818181818182,2.749090909090909,1.5709090909090908,12.469090909090909,1.5357142857142858,0.0,0.0,10.0,0.0,4.0,6.0,5.0,0.0,21,0,11.0,77.0,2.0,0.0,3.0,744,135,339,79.0,64.3,16.06,3.573,6.8,10.4,0.039,0.651,0.181,61,35,12,104,49,2,47,29,PUE,947,261,332,197,SP,16,43,28,1472,0.333,2,0,127,381,54,50,19,14.5,9.2,18.1,32.4,39.2,17.4,10.9,3.6,22.6,13.4,63.3,91.2,91.66666666666667,90
2024,520.0,Pericos de Puebla,605795,Angel Sánchez,1,1.0,2.817391304347826,151,0.264,0.272,0.299,0.571,6.808695652173912,1.643478260869565,0.4695652173913043,7.0434782608695645,4.142857142857143,0.0,0.0,5.0,0.0,1.0,1.0,3.0,0.0,3,1,5.0,26.0,2.0,0.0,0.0,234,47,112,23.0,65.3,13.15,3.338,4.6,19.2,0.013,0.241,0.08,14,12,6,50,8,1,12,9,PUE,329,93,141,94,SP,2,29,7,504,0.219,3,0,30,137,12,10,6,9.1,9.3,20.1,19.6,52.7,16.1,11.6,14.6,28.0,18.7,61.6,38.1,38.333333333333336,24
2024,520.0,Pericos de Puebla,608601,Luis Santos,1,0.25,6.67741935483871,147,0.446,0.441,0.512,0.9530000000000001,7.258064516129032,3.774193548387097,0.5806451612903226,13.64516129032258,1.9230769230769231,13.0,6.0,17.0,4.0,3.0,1.0,0.0,4.0,10,1,5.0,29.0,0.0,1.0,0.0,275,69,105,31.0,62.5,18.68,3.939,8.8,17.0,0.014,0.52,0.142,19,6,5,28,13,0,19,15,PUE,362,88,152,83,"SP, RP",2,25,13,579,0.37,4,1,47,127,23,21,34,6.2,11.9,25.1,30.5,41.0,22.9,5.7,8.2,26.3,14.3,59.9,31.0,31.0,34
2024,520.0,Pericos de Puebla,621343,Matt Tenuta,1,1.0,4.11864406779661,84,0.317,0.325,0.329,0.654,6.864406779661016,3.2033898305084745,0.45762711864406774,9.152542372881355,2.142857142857143,10.0,1.0,13.0,3.0,1.0,0.0,0.0,7.0,2,0,3.0,13.0,1.0,0.0,0.0,169,48,62,8.0,62.0,17.8,4.167,8.3,17.9,0.012,0.467,0.066,8,5,5,24,5,0,6,9,PUE,217,52,95,47,RP,1,15,7,350,0.263,0,0,20,76,9,7,19,7.7,13.7,28.4,21.0,53.2,17.7,8.1,9.5,27.1,13.4,61.9,19.2,19.666666666666668,17
2024,520.0,Pericos de Puebla,621591,Alfred Gutierrez,1,0.667,4.704545454545454,199,0.388,0.364,0.371,0.735,10.840909090909092,4.295454545454546,0.4090909090909091,9.613636363636363,2.5238095238095237,18.0,7.0,20.0,3.0,2.0,1.0,0.0,3.0,4,3,2.0,35.0,1.0,1.0,0.0,353,99,122,33.0,62.2,18.75,4.146,10.6,26.6,0.01,0.396,0.094,19,9,5,42,13,1,16,17,PUE,513,122,258,159,RP,2,53,21,825,0.276,3,1,47,170,23,21,47,6.2,12.0,28.0,26.2,48.4,17.2,8.2,16.1,31.3,19.3,61.3,44.0,44.0,38
2024,520.0,Pericos de Puebla,642584,Franklyn Kilome,1,,10.125,31,0.44,0.516,0.583,1.099,1.6875,6.75,0.0,18.5625,0.25,2.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,3,0,1.0,8.0,1.0,0.0,0.0,53,10,25,4.0,57.3,23.25,4.0,12.9,3.2,0.0,4.0,0.125,4,0,1,9,2,0,6,3,PUE,71,16,28,18,"SP, RP",0,1,4,124,0.458,1,2,11,24,6,6,5,0.0,8.1,18.9,24.0,48.0,28.0,0.0,-9.7,22.6,14.5,51.6,5.1,5.333333333333333,8
2024,520.0,Pericos de Puebla,650492,Domingo Jimenez,1,,6.1875,72,0.34,0.366,0.377,0.743,7.875,5.0625,0.5625,9.5625,1.5555555555555556,0.0,0.0,7.0,3.0,0.0,0.0,0.0,4.0,3,0,2.0,14.0,3.0,0.0,0.0,137,38,49,1.0,59.1,18.94,4.208,12.5,19.4,0.014,0.643,0.098,13,3,2,14,4,0,9,4,PUE,179,42,79,41,RP,1,14,9,303,0.279,0,1,17,61,11,11,18,5.9,12.5,27.7,34.7,36.7,22.4,6.1,6.9,26.1,13.5,58.3,16.0,16.0,13
2024,520.0,Pericos de Puebla,650828,Edgar Santana,1,0.5,5.213793103448276,212,0.313,0.332,0.483,0.815,5.027586206896552,1.6758620689655173,1.489655172413793,11.172413793103448,3.0,14.0,2.0,11.0,4.0,2.0,4.0,0.0,6.0,13,0,4.0,32.0,3.0,0.0,0.0,354,69,175,35.0,67.1,14.48,3.302,4.2,12.7,0.038,0.333,0.184,25,16,12,62,18,0,17,25,PUE,470,126,180,111,RP,8,27,9,700,0.299,1,0,60,201,28,25,48,18.6,9.9,19.5,24.6,49.7,16.6,9.1,8.5,25.7,15.9,59.4,48.1,48.333333333333336,39
2024,520.0,Pericos de Puebla,661269,Vladimir Gutierrez,1,0.667,5.4,181,0.309,0.365,0.435,0.8,8.775,4.275,1.575,9.225,2.0526315789473686,0.0,0.0,5.0,0.0,4.0,1.0,2.0,0.0,5,0,4.0,28.0,4.0,1.0,0.0,329,88,117,34.0,64.3,16.65,3.68,10.5,21.5,0.039,0.487,0.169,18,11,6,41,11,0,15,15,PUE,428,118,186,98,SP,7,39,19,666,0.266,6,2,41,154,24,24,8,24.1,13.2,26.7,24.8,47.9,17.9,9.4,11.0,27.9,14.7,65.2,40.0,40.0,29
2024,520.0,Pericos de Puebla,665733,Antonio Santos,1,1.0,2.4923076923076923,89,0.308,0.307,0.304,0.611,10.384615384615383,2.4923076923076923,0.8307692307692307,7.476923076923076,4.166666666666667,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0,0,1.0,18.0,0.0,0.0,0.0,171,48,55,12.0,64.8,15.46,3.764,6.7,28.1,0.022,0.24,0.076,11,3,5,18,4,0,8,6,PUE,217,54,92,44,SP,2,25,6,335,0.228,3,0,18,79,6,6,4,13.3,14.3,28.1,27.3,43.6,23.6,5.5,21.3,27.5,13.1,60.7,21.2,21.666666666666668,16
2024,520.0,Pericos de Puebla,667638,Samuel Alvarado,1,1.0,3.661016949152542,79,0.25,0.253,0.397,0.65,10.525423728813559,2.2881355932203387,1.3728813559322033,6.864406779661016,4.6,18.0,2.0,2.0,0.0,1.0,1.0,0.0,12.0,5,0,0.0,5.0,1.0,0.0,0.0,163,43,51,11.0,67.8,16.73,4.165,6.3,29.1,0.038,0.217,0.192,11,11,1,13,3,0,6,6,PUE,223,52,102,59,RP,3,23,5,329,0.205,0,1,15,73,8,8,20,21.4,13.1,26.4,27.5,37.3,13.7,21.6,22.8,31.0,17.9,65.8,19.2,19.666666666666668,7
2024,520.0,Pericos de Puebla,671223,Freylin Garcia,1,0.0,8.678571428571429,48,0.306,0.438,0.69,1.128,1.9285714285714284,4.821428571428571,3.8571428571428568,14.464285714285714,0.4,5.0,2.0,7.0,2.0,0.0,0.0,0.0,3.0,2,0,1.0,7.0,0.0,0.0,0.0,84,14,40,5.0,59.1,18.86,3.667,10.4,4.2,0.083,2.5,0.333,7,0,0,18,7,0,2,6,PUE,104,26,34,20,RP,4,2,5,176,0.357,1,0,15,42,9,9,10,28.6,8.0,16.7,35.0,60.0,5.0,0.0,-6.2,19.3,11.4,54.2,9.1,9.333333333333334,9
2024,520.0,Pericos de Puebla,674476,Jonathan Partida,1,0.0,6.352941176470588,25,0.357,0.4,0.739,1.139,9.529411764705882,3.176470588235294,4.764705882352941,12.705882352941176,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,2.0,4.0,0.0,0.0,0.0,38,10,17,3.0,60.0,15.88,3.6,8.0,24.0,0.12,0.333,0.391,2,2,0,5,3,0,2,3,PUE,54,14,26,16,RP,3,6,2,90,0.348,0,0,8,23,4,4,7,60.0,11.1,26.3,29.4,47.1,11.8,11.8,16.0,28.9,17.8,56.0,5.2,5.666666666666667,5
2024,520.0,Pericos de Puebla,675188,Hector Villalobos,1,0.0,7.5,158,0.275,0.344,0.493,0.837,7.25,3.75,1.75,8.75,1.9333333333333333,24.0,5.0,17.0,9.0,2.0,1.0,0.0,2.0,11,0,3.0,29.0,2.0,0.0,1.0,279,66,110,11.0,59.3,16.67,3.797,9.5,18.4,0.044,0.517,0.235,16,8,9,42,13,0,15,7,PUE,356,78,143,77,"SP, RP",7,29,15,600,0.257,4,2,35,136,30,25,32,24.1,11.0,23.7,26.4,44.5,21.8,7.3,8.9,23.8,12.8,49.4,36.0,36.0,17
2024,520.0,Pericos de Puebla,675546,Jesus Huerta,1,1.0,7.758620689655173,131,0.327,0.357,0.402,0.759,4.655172413793103,2.793103448275862,0.6206896551724138,10.862068965517242,1.6666666666666667,27.0,9.0,13.0,7.0,0.0,2.0,0.0,8.0,6,0,3.0,35.0,1.0,0.0,0.0,207,42,105,10.0,62.3,15.1,3.344,6.9,11.5,0.015,0.6,0.103,22,6,5,37,10,0,10,15,PUE,273,82,108,66,RP,2,15,9,438,0.299,2,1,35,117,25,23,29,6.2,9.6,20.3,30.5,49.5,14.3,5.7,4.6,24.7,15.1,62.6,29.0,29.0,27
2024,520.0,Pericos de Puebla,679630,Brett Schulze,1,,10.8,11,0.0,0.545,1.143,1.6880000000000002,21.6,21.6,10.8,10.8,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,25,12,3,0.0,49.2,37.8,5.727,36.4,36.4,0.182,1.0,0.857,1,0,0,0,2,0,0,0,PUE,31,3,18,6,RP,2,4,4,63,0.286,0,0,2,7,2,2,2,66.7,19.0,48.0,100.0,0.0,0.0,0.0,0.0,28.6,9.5,27.3,1.2,1.6666666666666665,0
2024,520.0,Pericos de Puebla,679647,Jackson Rose,1,0.167,6.612244897959184,224,0.327,0.363,0.482,0.845,7.8979591836734695,3.857142857142857,1.469387755102041,10.285714285714286,2.0476190476190474,0.0,0.0,12.0,8.0,2.0,1.0,0.0,0.0,15,0,6.0,30.0,3.0,0.0,0.0,392,94,156,33.0,65.2,17.59,3.848,9.4,19.2,0.036,0.488,0.198,30,17,4,49,19,1,24,12,PUE,562,140,259,165,"SP, RP",8,43,21,862,0.284,4,1,56,197,36,31,15,16.3,10.9,24.0,31.4,39.1,17.9,11.5,9.8,30.0,19.1,62.5,49.0,49.0,33
2024,520.0,Pericos de Puebla,679892,Emilio Marquez,1,0.333,5.60377358490566,78,0.327,0.325,0.443,0.768,9.679245283018867,3.0566037735849054,1.5283018867924527,9.679245283018867,3.1666666666666665,7.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,3,0,0.0,11.0,0.0,0.0,0.0,159,48,53,11.0,67.1,17.04,3.859,7.7,24.4,0.038,0.316,0.171,11,5,0,18,4,0,5,10,PUE,202,51,90,42,"SP, RP",3,19,6,301,0.271,0,1,19,70,11,11,9,20.0,15.9,30.2,28.3,52.8,9.4,9.4,16.7,29.9,14.0,65.4,17.2,17.666666666666668,13
2024,520.0,Pericos de Puebla,690345,Pedro Garcia,1,1.0,4.101265822784811,113,0.284,0.345,0.4,0.745,6.493670886075949,4.101265822784811,1.0253164556962027,8.202531645569621,1.5833333333333333,11.0,3.0,7.0,2.0,0.0,0.0,0.0,8.0,5,0,4.0,20.0,2.0,0.0,0.0,230,71,80,17.0,62.2,16.97,3.956,10.6,16.8,0.027,0.632,0.147,12,8,6,30,11,0,8,5,PUE,278,61,118,47,RP,3,19,12,447,0.253,2,1,24,95,12,9,29,13.0,15.9,30.9,28.7,43.8,17.5,10.0,6.2,26.4,10.5,54.0,26.1,26.333333333333332,16
2024,520.0,Pericos de Puebla,692940,Erick Preciado,1,0.0,11.368421052631579,64,0.35,0.422,0.714,1.136,7.815789473684211,5.684210526315789,3.5526315789473686,13.5,1.375,8.0,1.0,5.0,1.0,0.0,0.0,0.0,4.0,6,0,1.0,7.0,1.0,0.0,0.0,138,36,45,10.0,63.7,20.68,4.094,12.5,17.2,0.078,0.727,0.375,15,2,0,9,11,0,7,1,PUE,167,42,65,29,RP,5,11,8,262,0.339,0,0,19,56,16,13,13,19.2,13.7,26.1,57.8,22.2,15.6,4.4,4.7,24.8,11.1,65.6,12.2,12.666666666666666,8
2024,520.0,Pericos de Puebla,800079,Cristian Alvarado,1,,4.5,35,0.286,0.353,0.448,0.8009999999999999,2.25,2.25,1.125,10.125,1.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,1,0,1.0,9.0,0.0,0.0,0.0,62,12,30,3.0,62.0,15.13,3.457,5.7,5.7,0.029,1.0,0.138,8,3,1,9,2,0,5,2,PUE,75,19,25,13,RP,1,2,2,121,0.31,1,2,9,29,4,3,9,10.0,9.9,19.4,33.3,36.7,20.0,10.0,0.0,20.7,10.7,54.3,8.0,8.0,7
2024,520.0,Pericos de Puebla,806317,Axel Sauceda,1,,1.8,23,0.375,0.391,0.3,0.6910000000000001,7.2,5.4,0.0,10.8,1.3333333333333333,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,8.0,0.0,0.0,0.0,36,13,16,4.0,58.1,17.2,3.739,13.0,17.4,0.0,0.75,0.0,2,0,1,7,0,0,3,3,PUE,50,13,27,14,RP,0,4,3,86,0.3,0,0,6,20,1,1,3,0.0,15.1,36.1,12.5,62.5,25.0,0.0,4.3,31.4,16.3,56.5,5.0,5.0,6
2024,520.0,Pericos de Puebla,806327,Hector Sepulveda,1,0.0,12.461538461538462,25,0.455,0.44,0.458,0.898,4.153846153846154,2.076923076923077,0.0,20.76923076923077,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,5.0,1.0,0.0,0.0,55,8,22,0.0,60.2,23.77,4.12,4.0,8.0,0.0,0.5,0.042,8,1,0,3,2,0,5,3,PUE,62,13,15,7,SP,0,2,1,103,0.417,0,0,10,24,6,3,2,0.0,7.8,14.5,45.5,27.3,22.7,4.5,4.0,14.6,6.8,52.0,4.1,4.333333333333333,9
2024,520.0,Pericos de Puebla,807802,Yuichi Shiota,1,0.0,9.0,12,0.5,0.583,0.667,1.25,4.5,4.5,0.0,18.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2,0,0.0,2.0,0.0,0.0,0.0,22,4,8,0.0,59.2,24.5,4.083,8.3,8.3,0.0,1.0,0.222,0,1,2,1,3,0,1,0,PUE,29,4,11,7,SP,0,1,1,49,0.444,2,0,4,9,2,2,1,0.0,8.2,18.2,37.5,12.5,37.5,12.5,0.0,22.4,14.3,33.3,2.0,2.0,2
2024,520.0,Pericos de Puebla,828253,Yunieski Garcia,1,0.0,67.5,9,0.667,0.778,1.5,2.278,0.0,13.5,27.0,81.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0,0.0,0.0,0.0,12,1,8,0.0,60.0,37.5,2.778,11.1,0.0,0.222,,0.75,0,0,0,2,4,0,1,1,PUE,15,6,4,3,SP,2,0,1,25,0.75,0,0,6,8,5,5,1,50.0,4.0,8.3,50.0,37.5,12.5,0.0,-11.1,16.0,12.0,66.7,0.2,0.6666666666666666,4
2024,523.0,Piratas de Campeche,493337,Yunesky Maya,1,0.417,4.843049327354261,327,0.279,0.342,0.417,0.759,5.932735426008969,3.753363228699552,1.2107623318385652,8.959641255605382,1.5806451612903225,0.0,0.0,2.0,0.0,10.0,3.0,2.0,0.0,16,0,5.0,45.0,3.0,2.0,0.0,573,93,241,50.0,60.8,16.96,3.856,9.5,15.0,0.031,0.633,0.16,60,23,10,74,40,0,15,19,CAM,767,194,285,192,SP,10,49,31,1261,0.257,6,0,74,288,40,37,15,10.0,7.4,16.2,41.5,38.6,10.4,9.5,5.5,22.6,15.2,59.3,74.1,74.33333333333333,48
2024,523.0,Piratas de Campeche,542279,Javier Solano,1,0.538,5.479704797047971,398,0.308,0.335,0.489,0.8240000000000001,4.583025830258303,1.6937269372693728,1.5940959409594098,11.25830258302583,2.7058823529411766,0.0,0.0,4.0,1.0,4.0,3.0,6.0,0.0,15,4,8.0,58.0,3.0,0.0,0.0,700,110,332,67.0,65.0,15.51,3.52,4.3,11.6,0.04,0.37,0.189,78,36,10,95,56,0,29,28,CAM,910,237,314,204,SP,16,46,17,1401,0.301,3,1,113,376,55,53,16,11.9,7.9,15.7,40.4,37.0,11.7,10.8,7.3,22.4,14.6,59.5,90.1,90.33333333333333,78
2024,523.0,Piratas de Campeche,553868,Norman Elenes,1,0.333,5.90625,104,0.3,0.375,0.574,0.949,3.796875,3.375,2.53125,12.65625,1.125,11.0,8.0,2.0,0.0,2.0,0.0,0.0,3.0,6,0,1.0,18.0,1.0,0.0,0.0,173,32,86,12.0,62.6,16.41,3.365,7.7,8.7,0.058,0.889,0.255,15,4,1,36,17,0,2,11,CAM,219,57,77,45,RP,6,9,8,350,0.319,1,1,30,94,14,12,21,18.8,9.1,18.5,37.2,54.7,3.5,4.7,1.0,22.0,12.9,54.8,21.1,21.333333333333332,18
2024,523.0,Piratas de Campeche,571328,Jovany Lopez,1,1.0,8.366197183098592,116,0.387,0.388,0.455,0.843,12.549295774647886,5.704225352112676,1.5211267605633803,10.647887323943662,2.2,24.0,9.0,21.0,13.0,2.0,1.0,0.0,8.0,1,2,1.0,20.0,5.0,0.0,0.0,208,55,66,7.0,61.6,19.82,4.043,12.9,28.4,0.034,0.455,0.172,12,8,1,17,11,0,4,13,CAM,289,61,134,79,RP,4,33,15,469,0.283,2,0,28,99,22,20,29,17.4,11.7,26.4,34.8,45.5,7.6,12.1,15.5,28.6,16.8,52.6,23.2,23.666666666666668,21
2024,523.0,Piratas de Campeche,591672,Osmer Morales,1,0.0,10.720588235294118,107,0.288,0.377,0.551,0.928,9.529411764705882,5.955882352941176,2.7794117647058822,9.529411764705882,1.6,0.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,4,0,2.0,17.0,1.0,0.0,0.0,197,51,67,8.0,56.8,20.03,4.243,14.0,22.4,0.065,0.625,0.281,15,3,1,24,13,1,5,5,CAM,258,57,111,60,SP,7,24,15,454,0.27,1,1,24,89,27,25,6,25.0,11.2,25.9,41.8,43.3,9.0,6.0,8.4,24.4,13.2,53.3,22.2,22.666666666666668,13
2024,523.0,Piratas de Campeche,591732,Ignacio Marrujo,1,,6.585365853658537,58,0.227,0.316,0.451,0.767,3.2926829268292686,2.6341463414634148,1.975609756097561,8.560975609756097,1.25,1.0,0.0,8.0,4.0,0.0,1.0,0.0,3.0,1,0,2.0,10.0,2.0,0.0,0.0,97,17,48,6.0,62.6,14.49,3.414,6.9,8.6,0.052,0.8,0.196,15,6,0,14,5,0,6,2,CAM,124,37,43,26,RP,3,5,4,198,0.255,1,1,13,51,10,9,15,15.0,8.6,17.5,41.7,33.3,12.5,12.5,1.7,21.7,13.1,63.8,13.2,13.666666666666666,9
2024,523.0,Piratas de Campeche,600895,Jesus Fandino,1,0.667,3.9130434782608696,98,0.271,0.347,0.5,0.847,4.304347826086956,3.5217391304347827,1.9565217391304348,9.391304347826088,1.2222222222222223,15.0,9.0,6.0,2.0,0.0,0.0,0.0,4.0,3,0,2.0,18.0,1.0,0.0,0.0,171,29,78,16.0,61.4,15.65,3.673,9.2,11.2,0.051,0.818,0.214,9,6,5,34,11,0,3,10,CAM,221,58,79,50,RP,5,11,9,360,0.286,0,2,24,84,10,9,24,25.0,8.1,17.0,25.6,56.4,10.3,7.7,2.0,21.9,13.9,59.2,23.0,23.0,16
2024,523.0,Piratas de Campeche,621593,Anthony Castro,1,0.0,13.135135135135135,72,0.486,0.451,0.483,0.9339999999999999,14.594594594594595,5.108108108108108,1.4594594594594594,14.594594594594595,2.857142857142857,7.0,4.0,11.0,4.0,3.0,0.0,0.0,6.0,2,0,0.0,15.0,3.0,0.0,0.0,121,30,40,1.0,59.0,21.73,3.722,9.7,27.8,0.028,0.35,0.138,5,4,1,10,11,0,3,6,CAM,158,39,64,34,RP,2,20,7,268,0.345,5,1,20,58,18,12,14,12.5,11.2,24.8,40.0,40.0,10.0,10.0,18.1,23.9,12.7,54.2,12.1,12.333333333333334,16
2024,523.0,Piratas de Campeche,644391,Scott Harkin,1,0.2,6.0,124,0.354,0.366,0.446,0.812,5.333333333333333,2.3333333333333335,0.6666666666666666,12.0,2.2857142857142856,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6,1,2.0,17.0,2.0,0.0,0.0,247,39,99,9.0,65.0,18.0,3.919,5.6,12.9,0.016,0.438,0.125,18,11,2,32,17,0,11,8,CAM,316,77,106,67,SP,2,16,7,486,0.321,2,2,36,112,18,16,6,5.7,8.0,15.8,35.4,40.4,13.1,11.1,7.3,21.8,13.8,62.1,27.0,27.0,27
2024,523.0,Piratas de Campeche,658742,Diogenes Almengo,1,0.25,4.5,152,0.34,0.356,0.376,0.732,7.0,3.75,0.5,9.25,1.8666666666666667,2.0,1.0,1.0,0.0,4.0,1.0,0.0,19.0,7,0,6.0,31.0,1.0,0.0,0.0,313,78,108,12.0,63.9,16.08,3.809,9.9,18.4,0.013,0.536,0.098,25,11,3,32,23,0,7,7,CAM,370,89,133,55,RP,2,28,15,579,0.278,1,0,37,133,18,18,35,4.2,13.5,24.9,44.4,36.1,9.3,10.2,8.6,23.0,9.5,58.6,36.0,36.0,28
2024,523.0,Piratas de Campeche,664641,Aríel Miranda,1,0.375,4.334862385321101,311,0.273,0.313,0.372,0.685,9.908256880733944,4.582568807339449,1.1146788990825687,7.307339449541284,2.1621621621621623,0.0,0.0,8.0,2.0,4.0,2.0,3.0,0.0,14,0,1.0,30.0,12.0,0.0,0.0,563,129,193,40.0,62.1,16.67,3.894,11.9,25.7,0.029,0.463,0.152,49,28,9,48,31,0,18,10,CAM,752,164,315,186,SP,9,80,37,1211,0.219,1,3,59,269,35,30,15,11.2,10.7,22.9,41.5,30.1,14.0,14.5,13.8,26.0,15.4,52.7,72.2,72.66666666666667,36
2024,523.0,Piratas de Campeche,665981,Abel Adames,1,1.0,11.911764705882351,56,0.39,0.429,0.627,1.056,5.5588235294117645,2.3823529411764706,2.3823529411764706,15.088235294117647,2.3333333333333335,7.0,3.0,2.0,3.0,4.0,0.0,0.0,0.0,4,0,1.0,8.0,3.0,0.0,0.0,103,14,44,6.0,63.9,16.85,3.411,5.4,12.5,0.054,0.429,0.255,0,6,1,18,11,0,5,3,CAM,122,35,34,20,RP,3,7,3,191,0.373,2,0,19,51,15,15,13,27.3,7.3,13.6,25.0,47.7,13.6,13.6,7.1,17.8,10.5,62.5,11.1,11.333333333333334,12
2024,523.0,Piratas de Campeche,672757,Miguel Lopez,2,,6.75,21,0.333,0.381,0.7,1.081,6.75,2.25,4.5,15.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,5.0,0.0,0.0,0.0,44,7,17,0.0,64.3,21.0,4.0,4.8,14.3,0.095,0.333,0.35,5,1,2,2,6,0,0,1,CAM,54,15,17,10,C,2,3,1,84,0.35,0,0,7,20,3,3,4,18.2,8.3,15.9,64.7,17.6,11.8,5.9,9.5,20.2,11.9,71.4,4.0,4.0,4
2024,523.0,Piratas de Campeche,674498,Luis Castillo,1,1.0,4.747252747252747,136,0.284,0.353,0.449,0.802,7.417582417582418,4.450549450549451,1.7802197802197803,9.197802197802199,1.6666666666666667,19.0,9.0,11.0,5.0,2.0,2.0,0.0,6.0,4,0,2.0,24.0,0.0,0.0,2.0,279,49,94,12.0,64.3,17.64,3.934,11.0,18.4,0.044,0.6,0.186,19,14,2,28,16,0,8,7,CAM,344,92,114,65,"SP, RP",6,25,15,535,0.263,2,1,31,118,16,14,25,17.1,9.2,17.6,37.2,37.2,10.6,14.9,7.4,21.3,12.1,67.6,30.1,30.333333333333332,21
2024,523.0,Piratas de Campeche,681124,Christian Prado,1,,27.000000000000004,13,0.625,0.615,1.273,1.888,10.8,5.4,5.4,32.400000000000006,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,1.0,0.0,0.0,0.0,32,3,9,0.0,60.7,36.6,4.692,7.7,15.4,0.077,0.5,0.727,2,0,0,1,6,0,0,0,CAM,37,4,8,5,RP,1,2,1,61,0.545,1,0,6,11,5,5,3,12.5,4.9,9.4,88.9,11.1,0.0,0.0,7.7,13.1,8.2,30.8,1.2,1.6666666666666665,1
2024,523.0,Piratas de Campeche,681835,Jose Quezada,1,0.5,7.714285714285714,119,0.481,0.449,0.524,0.9730000000000001,9.642857142857144,5.014285714285714,0.7714285714285715,15.042857142857144,1.9230769230769231,14.0,3.0,10.0,1.0,7.0,0.0,0.0,4.0,9,0,5.0,23.0,4.0,0.0,0.0,225,59,80,11.0,60.6,18.94,3.714,10.9,21.0,0.017,0.52,0.146,11,3,2,25,17,0,12,10,CAM,268,60,100,41,RP,2,25,13,442,0.379,1,1,39,103,20,20,29,7.1,13.3,26.2,35.0,43.8,17.5,3.8,10.1,22.6,9.3,50.4,23.1,23.333333333333332,28
2024,523.0,Piratas de Campeche,685829,Irving Machuca,1,0.333,4.59,134,0.282,0.295,0.412,0.707,9.989999999999998,3.2399999999999998,1.3499999999999999,7.289999999999999,3.0833333333333335,15.0,2.0,3.0,0.0,3.0,2.0,0.0,8.0,7,0,1.0,15.0,2.0,0.0,0.0,261,78,85,16.0,64.7,15.57,3.873,9.0,27.6,0.037,0.324,0.185,17,12,6,23,15,0,7,5,CAM,336,85,153,75,RP,5,37,12,519,0.227,0,1,27,119,17,16,32,15.6,15.0,29.9,37.6,32.9,15.3,14.1,18.7,29.5,14.5,63.4,33.1,33.333333333333336,15
2024,523.0,Piratas de Campeche,692643,Ernesto Borges,1,0.0,7.9772727272727275,131,0.3,0.351,0.492,0.843,4.6022727272727275,3.375,1.2272727272727273,10.431818181818182,1.3636363636363635,14.0,7.0,12.0,8.0,1.0,1.0,0.0,3.0,10,1,5.0,24.0,1.0,2.0,0.0,224,45,104,16.0,62.6,15.78,3.534,8.4,11.5,0.031,0.733,0.203,16,9,5,40,10,0,15,9,CAM,290,78,110,65,RP,4,15,11,463,0.288,1,1,34,118,26,19,18,15.4,9.7,20.1,25.0,47.1,19.2,8.7,3.1,23.8,14.0,59.5,29.1,29.333333333333332,19
2024,523.0,Piratas de Campeche,696075,Luis Angel Verdugo,1,0.0,54.0,6,1.0,0.833,1.25,2.083,13.5,27.0,0.0,40.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,2.0,0.0,0.0,0.0,15,1,3,0.0,50.0,51.0,5.667,33.3,16.7,0.0,2.0,0.5,0,0,0,0,2,0,0,1,CAM,17,2,3,2,SP,0,1,2,34,0.75,0,0,3,4,4,4,1,0.0,2.9,6.7,66.7,33.3,0.0,0.0,-16.7,8.8,5.9,33.3,0.2,0.6666666666666666,1
