season,team_id,team_name,player_id,Name,position_code,POS,PA,TB,LOB,sacBunts,SF,BABIP,XBH,HBP,gidp,gidpOpp,numP,P/PA,BB%,K%,HR/PA,BB/K,ISO,ROE,walkOffs,FO,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,HR,K,BB,AB,H,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%
2024,528.0,Rieleros de Aguascalientes,650958,Michael De León,6,SS,56,21.0,22.0,0.0,0,0.342,5.0,0.0,0.0,11.0,222,3.964,8.9,21.4,0.018,0.417,0.137,0.0,0.0,8,109,31,39,2,0,15,2,0,8,4,AGS,1,12,5,51,14,10.0,14.0,28.4,25.6,48.7,20.5,5.1,0.125
2024,528.0,Rieleros de Aguascalientes,641104,Carlos Mendivil,2,C,28,9.0,13.0,1.0,0,0.35,2.0,0.0,0.0,5.0,105,3.75,3.6,21.4,0.0,0.167,0.077,0.0,0.0,2,53,12,21,2,0,10,0,0,4,3,AGS,0,6,1,26,7,0.0,11.4,22.6,9.5,61.9,19.0,9.5,0.178
2024,528.0,Rieleros de Aguascalientes,630034,David Rodríguez,9,RF,64,15.0,23.0,0.0,0,0.311,1.0,0.0,5.0,12.0,279,4.359,18.8,10.9,0.0,1.714,0.019,0.0,0.0,6,95,13,45,3,5,17,0,0,6,8,AGS,0,7,12,52,14,0.0,4.7,13.7,13.3,55.6,24.4,6.7,-0.079
2024,528.0,Rieleros de Aguascalientes,542328,Hans Wilson,2,C,8,2.0,4.0,0.0,0,0.333,0.0,0.0,0.0,1.0,26,3.25,0.0,25.0,0.0,,0.0,0.0,0.0,1,18,5,6,1,0,2,0,0,1,1,AGS,0,2,0,8,2,0.0,19.2,27.8,16.7,50.0,16.7,16.7,0.25
2024,528.0,Rieleros de Aguascalientes,675585,Jorge Gonzalez,X,X,23,8.0,12.0,0.0,0,0.333,2.0,0.0,0.0,4.0,81,3.522,8.7,26.1,0.0,0.333,0.143,0.0,0.0,4,40,12,15,0,0,6,2,0,2,1,AGS,0,6,2,21,5,0.0,14.8,30.0,40.0,46.7,13.3,0.0,0.17400000000000002
2024,528.0,Rieleros de Aguascalientes,592604,Justin O'Conner,2,C,151,49.0,71.0,1.0,4,0.255,9.0,1.0,4.0,28.0,584,3.868,6.6,26.5,0.033,0.25,0.148,3.0,0.0,34,274,73,100,9,4,24,8,0,12,9,AGS,5,40,10,135,29,11.9,12.5,26.6,42.0,33.0,16.0,9.0,0.199
2024,528.0,Rieleros de Aguascalientes,815328,Abiel Amador,X,X,5,1.0,4.0,0.0,0,0.333,0.0,0.0,0.0,2.0,18,3.6,0.0,40.0,0.0,,0.0,0.0,0.0,0,11,5,3,0,0,2,0,0,0,1,AGS,0,2,0,5,1,,27.8,45.5,0.0,100.0,0.0,0.0,0.4
2024,528.0,Rieleros de Aguascalientes,600902,Wilson Garcia,10,DH,54,14.0,30.0,0.0,1,0.205,3.0,0.0,3.0,8.0,203,3.759,3.7,22.2,0.019,0.167,0.098,0.0,0.0,15,129,37,40,0,2,14,2,0,3,4,AGS,1,12,2,51,9,5.9,18.2,28.7,42.5,45.0,12.5,0.0,0.185
2024,528.0,Rieleros de Aguascalientes,672882,Ismael Alcantara,X,X,6,1.0,5.0,0.0,0,0.333,0.0,0.0,0.0,1.0,20,3.333,0.0,50.0,0.0,,0.0,0.0,0.0,1,13,5,3,0,0,1,0,0,0,1,AGS,0,3,0,6,1,0.0,25.0,38.5,33.3,66.7,0.0,0.0,0.5
2024,528.0,Rieleros de Aguascalientes,621446,Lewis Brinson,9,RF,10,1.0,9.0,0.0,0,0.5,0.0,0.0,0.0,0.0,39,3.9,30.0,50.0,0.0,0.6,0.0,0.0,0.0,0,14,9,2,0,1,0,0,0,0,1,AGS,0,5,3,7,1,,23.1,64.3,0.0,50.0,50.0,0.0,0.2
2024,528.0,Rieleros de Aguascalientes,659253,Aldo Flores,5,3B,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,2.0,0.0,33.3,0.0,,0.0,1.0,0.0,0,4,2,2,0,0,2,0,0,0,0,AGS,0,1,0,3,0,,33.3,50.0,0.0,100.0,0.0,0.0,0.333
2024,528.0,Rieleros de Aguascalientes,616404,Edson Garcia,9,RF,3,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,13,4.333,0.0,66.7,0.0,,0.0,0.0,0.0,0,5,1,1,0,1,0,0,0,0,0,AGS,0,2,0,3,0,,7.7,20.0,0.0,0.0,100.0,0.0,0.667
2024,528.0,Rieleros de Aguascalientes,815761,Axel Santos,X,X,2,0.0,2.0,0.0,0,0.0,0.0,0.0,1.0,2.0,5,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,1,3,1,2,0,0,1,0,0,0,0,AGS,0,0,0,2,0,0.0,20.0,33.3,50.0,50.0,0.0,0.0,0.0
2024,5010.0,Toros de Tijuana,572868,Anthony Giansanti,8,CF,21,16.0,11.0,0.0,0,0.385,5.0,0.0,0.0,4.0,86,4.095,9.5,19.0,0.095,0.5,0.474,1.0,0.0,1,33,6,15,1,2,4,1,0,5,1,TIJ,2,4,2,19,7,100.0,7.0,18.2,13.3,33.3,46.7,6.7,0.095
2024,5010.0,Toros de Tijuana,666452,Eduardo Diaz,9,RF,21,9.0,6.0,0.0,0,0.444,2.0,0.0,0.0,0.0,96,4.571,33.3,19.0,0.048,1.75,0.286,0.0,0.0,1,34,12,10,2,0,2,3,0,0,2,TIJ,1,4,7,14,5,25.0,12.5,35.3,40.0,40.0,0.0,20.0,-0.14300000000000002
2024,5010.0,Toros de Tijuana,828331,Diago Machado,9,RF,3,1.0,2.0,0.0,0,0.5,0.0,0.0,0.0,0.0,12,4.0,0.0,33.3,0.0,,0.0,1.0,0.0,0,5,1,2,0,0,1,0,0,1,0,TIJ,0,1,0,3,1,,8.3,20.0,0.0,50.0,50.0,0.0,0.333
2024,5010.0,Toros de Tijuana,595943,Phillip Evans,5,3B,79,31.0,40.0,0.0,0,0.345,3.0,2.0,3.0,14.0,305,3.861,11.4,12.7,0.038,0.9,0.132,0.0,0.0,11,130,27,58,6,5,14,4,0,13,5,TIJ,3,10,9,68,22,20.0,8.9,20.8,25.9,32.8,31.0,10.3,0.012999999999999998
2024,5010.0,Toros de Tijuana,605612,Harold Castro,4,2B,363,148.0,141.0,5.0,2,0.37,28.0,1.0,6.0,63.0,1410,3.884,6.6,15.7,0.017,0.421,0.127,1.0,0.0,71,644,131,281,11,16,77,22,1,51,32,TIJ,6,57,24,331,106,6.5,9.3,20.3,33.1,38.8,23.8,4.3,0.091
2024,5010.0,Toros de Tijuana,606477,Aneury Tavárez,7,LF,205,90.0,81.0,1.0,0,0.366,19.0,3.0,1.0,36.0,716,3.493,3.9,17.6,0.02,0.222,0.155,1.0,0.0,21,403,108,158,18,7,52,7,0,27,26,TIJ,4,36,8,193,60,14.3,15.1,26.8,17.7,49.4,21.5,11.4,0.13699999999999998
2024,5010.0,Toros de Tijuana,608686,Jack Mayfield,6,SS,298,117.0,100.0,2.0,1,0.352,26.0,3.0,4.0,54.0,1123,3.768,8.1,16.1,0.017,0.5,0.134,2.0,0.0,56,565,128,223,17,9,60,14,0,40,27,TIJ,5,48,24,268,81,7.1,11.4,22.7,31.4,39.0,22.0,7.6,0.08
2024,5010.0,Toros de Tijuana,664848,Donny Sands,2,C,138,59.0,54.0,0.0,0,0.354,10.0,0.0,3.0,17.0,614,4.449,13.0,24.6,0.051,0.529,0.2,3.0,0.0,17,262,73,86,4,6,24,11,0,17,7,TIJ,7,34,18,120,35,25.0,11.9,27.9,32.6,36.0,26.7,4.7,0.11599999999999999
2024,5010.0,Toros de Tijuana,543875,Niko Vasquez,5,3B,338,121.0,136.0,1.0,2,0.336,24.0,1.0,5.0,51.0,1329,3.932,14.2,19.5,0.024,0.727,0.143,5.0,0.0,45,545,159,223,19,8,71,11,0,36,33,TIJ,8,66,48,286,80,14.3,12.0,29.2,25.1,46.6,19.7,8.5,0.05300000000000002
2024,5010.0,Toros de Tijuana,571431,Matt Adams,3,1B,243,110.0,120.0,0.0,5,0.32,25.0,1.0,4.0,49.0,892,3.671,5.3,26.3,0.049,0.203,0.219,1.0,0.0,31,478,154,165,19,11,43,19,0,31,11,TIJ,12,64,13,224,61,24.0,17.3,32.2,30.3,32.7,25.5,11.5,0.21000000000000002
2024,5010.0,Toros de Tijuana,656252,Bobby Bradley,3,1B,340,126.0,130.0,0.0,1,0.341,26.0,10.0,7.0,55.0,1402,4.124,16.5,24.1,0.038,0.683,0.19,4.0,0.0,32,532,159,192,10,8,68,15,0,34,25,TIJ,13,82,56,273,74,27.7,11.3,29.9,24.5,48.4,21.9,5.2,0.07599999999999998
2024,5010.0,Toros de Tijuana,668663,Tres Barrera,2,C,181,67.0,63.0,1.0,2,0.271,14.0,3.0,5.0,32.0,663,3.663,8.8,14.4,0.033,0.615,0.164,1.0,1.0,29,303,67,136,17,5,44,11,0,18,12,TIJ,6,26,16,159,41,15.0,10.1,22.1,29.4,41.2,16.9,12.5,0.055999999999999994
2024,5010.0,Toros de Tijuana,516809,Junior Lake,8,CF,366,144.0,150.0,1.0,2,0.293,32.0,3.0,8.0,48.0,1470,4.016,12.3,21.0,0.041,0.584,0.2,7.0,0.0,43,658,186,241,17,9,91,20,0,33,28,TIJ,15,77,45,315,81,23.8,12.7,28.3,26.1,49.4,17.4,7.1,0.087
2024,5010.0,Toros de Tijuana,666164,Blake Rutherford,9,RF,85,45.0,35.0,2.0,0,0.231,11.0,3.0,2.0,9.0,278,3.271,7.1,17.6,0.082,0.4,0.351,1.0,0.0,10,165,60,61,3,0,29,8,0,7,4,TIJ,7,15,6,74,19,38.9,21.6,36.4,29.5,54.1,11.5,4.9,0.105
2024,5010.0,Toros de Tijuana,665455,Isaac Rodriguez,4,2B,241,71.0,91.0,2.0,0,0.293,12.0,3.0,3.0,34.0,1002,4.158,14.9,13.7,0.012,1.091,0.1,4.0,0.0,46,331,45,169,12,4,56,11,0,25,15,TIJ,3,33,36,200,51,5.3,4.5,13.6,33.7,42.0,17.2,7.1,-0.011999999999999983
2024,5010.0,Toros de Tijuana,608384,Nick Williams,9,RF,153,52.0,58.0,2.0,4,0.318,11.0,1.0,2.0,16.0,591,3.863,11.8,26.1,0.026,0.45,0.156,0.0,0.0,18,266,85,94,8,4,32,8,0,14,10,TIJ,4,40,18,128,32,15.4,14.4,32.0,27.7,44.7,19.1,8.5,0.14300000000000002
2024,5010.0,Toros de Tijuana,527045,Gabriel Noriega,6,SS,95,30.0,53.0,1.0,1,0.313,4.0,2.0,3.0,14.0,358,3.768,2.1,25.3,0.021,0.083,0.09,1.0,1.0,10,198,56,67,5,1,29,3,0,10,9,TIJ,2,24,2,89,22,15.4,15.6,28.3,19.4,56.7,16.4,7.5,0.232
2024,5010.0,Toros de Tijuana,684551,Jairus Richards,9,RF,161,42.0,58.0,0.0,0,0.333,8.0,4.0,1.0,17.0,651,4.043,16.1,24.8,0.006,0.65,0.084,0.0,1.0,22,257,79,91,2,6,30,4,0,14,13,TIJ,1,40,26,131,31,3.8,12.1,30.7,28.6,47.3,22.0,2.2,0.087
2024,5010.0,Toros de Tijuana,573669,Aderlin Rodríguez,10,DH,183,75.0,108.0,0.0,3,0.223,20.0,3.0,6.0,29.0,653,3.568,8.2,23.5,0.055,0.349,0.247,4.0,1.0,23,354,124,122,14,3,47,10,0,12,13,TIJ,10,43,15,162,35,30.3,19.0,35.0,27.0,49.2,12.3,11.5,0.15299999999999997
2024,5010.0,Toros de Tijuana,591971,Breyvic Valera,4,2B,38,8.0,12.0,1.0,1,0.207,2.0,0.0,1.0,5.0,150,3.947,13.2,7.9,0.0,1.667,0.065,1.0,0.0,8,48,6,30,3,3,10,1,0,2,3,TIJ,0,3,5,31,6,0.0,4.0,12.5,30.0,43.3,16.7,10.0,-0.053000000000000005
2024,5010.0,Toros de Tijuana,676941,Saul Garza,2,C,90,26.0,45.0,0.0,1,0.282,6.0,5.0,3.0,15.0,347,3.856,8.9,38.9,0.033,0.229,0.158,0.0,0.0,9,162,68,42,6,1,12,4,0,8,2,TIJ,3,35,8,76,14,23.1,19.6,42.0,31.0,33.3,21.4,14.3,0.30000000000000004
2024,5010.0,Toros de Tijuana,824003,Luis Amador,X,X,4,0.0,2.0,0.0,0,0.0,0.0,0.0,1.0,1.0,14,3.5,0.0,50.0,0.0,,0.0,0.0,0.0,0,6,3,2,1,0,1,0,0,0,0,TIJ,0,2,0,4,0,,21.4,50.0,0.0,50.0,0.0,50.0,0.5
2024,5010.0,Toros de Tijuana,824627,Manny Garcia,5,3B,2,0.0,1.0,0.0,0,,0.0,0.0,0.0,0.0,11,5.5,50.0,50.0,0.0,1.0,0.0,0.0,0.0,0,6,2,0,0,0,0,0,0,0,0,TIJ,0,1,1,1,0,,18.2,33.3,,,,,0.0
2024,532.0,Diablos Rojos del Mexico,827462,Joseph Uzeta,2,C,1,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,2,0,1,0,0,0,0,0,1,0,MEX,0,0,0,1,1,,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024,532.0,Diablos Rojos del Mexico,429664,Robinson Canó,4,2B,360,209.0,130.0,0.0,3,0.462,40.0,4.0,10.0,61.0,1235,3.431,7.2,11.4,0.039,0.634,0.208,1.0,1.0,31,650,109,289,14,13,90,26,0,61,54,MEX,14,41,26,327,141,24.6,8.8,16.8,19.7,49.8,25.6,4.8,0.04200000000000001
2024,532.0,Diablos Rojos del Mexico,650331,Lewin Díaz,3,1B,105,65.0,37.0,0.0,2,0.439,15.0,0.0,1.0,23.0,444,4.229,13.3,17.1,0.067,0.778,0.326,2.0,0.0,13,195,50,73,5,3,16,11,1,13,11,MEX,7,18,14,89,36,29.2,11.3,25.6,32.9,37.0,21.9,8.2,0.038000000000000006
2024,532.0,Diablos Rojos del Mexico,592530,José Marmolejos,3,1B,322,146.0,122.0,1.0,4,0.405,29.0,1.0,6.0,64.0,1312,4.075,17.1,14.0,0.031,1.222,0.195,2.0,1.0,46,531,95,221,15,10,55,16,1,49,29,MEX,10,45,55,261,95,16.1,7.2,17.9,28.1,38.0,26.7,7.2,-0.031
2024,532.0,Diablos Rojos del Mexico,620439,Franklin Barreto,8,CF,372,185.0,117.0,2.0,0,0.456,39.0,4.0,5.0,37.0,1518,4.081,12.1,26.6,0.043,0.455,0.234,2.0,1.0,22,638,197,224,11,11,70,26,1,39,44,MEX,16,99,45,321,110,33.3,13.0,30.9,21.4,50.9,22.3,5.4,0.14500000000000002
2024,532.0,Diablos Rojos del Mexico,661148,Carlos Sepulveda,4,2B,184,66.0,72.0,3.0,0,0.386,11.0,3.0,2.0,34.0,765,4.158,13.6,10.9,0.005,1.25,0.092,2.0,2.0,15,293,30,136,6,9,54,10,0,24,18,MEX,1,20,25,153,52,4.0,3.9,10.2,18.4,52.9,24.3,4.4,-0.02700000000000001
2024,532.0,Diablos Rojos del Mexico,641569,Xavier Fernández,2,C,22,7.0,8.0,0.0,1,0.375,1.0,0.0,1.0,5.0,74,3.364,13.6,13.6,0.0,1.0,0.056,0.0,0.0,6,39,10,16,0,1,3,2,0,2,2,MEX,0,3,3,18,6,0.0,13.5,25.6,50.0,31.2,18.8,0.0,0.0
2024,532.0,Diablos Rojos del Mexico,517369,José Pirela,9,RF,87,36.0,32.0,0.0,1,0.383,7.0,5.0,1.0,17.0,310,3.563,6.9,16.1,0.023,0.429,0.147,0.0,1.0,10,142,39,62,3,0,24,6,0,7,12,MEX,2,14,6,75,25,12.5,12.6,27.5,25.8,58.1,11.3,4.8,0.092
2024,532.0,Diablos Rojos del Mexico,677690,Diosbel Arias,5,3B,196,86.0,91.0,2.0,0,0.4,19.0,0.0,5.0,45.0,806,4.112,10.2,19.9,0.026,0.513,0.167,2.0,0.0,18,338,79,137,2,14,46,12,0,27,18,MEX,5,39,20,174,57,16.7,9.8,23.4,21.9,46.7,29.9,1.5,0.09700000000000002
2024,532.0,Diablos Rojos del Mexico,585251,Juan Carlos Gamboa,6,SS,304,124.0,118.0,4.0,0,0.398,26.0,4.0,3.0,42.0,1310,4.309,13.2,19.1,0.023,0.69,0.16,4.0,1.0,29,557,118,202,20,9,61,14,1,40,28,MEX,7,58,40,256,83,16.3,9.0,21.2,21.3,44.1,24.3,10.4,0.059
2024,532.0,Diablos Rojos del Mexico,570717,Ramón Flores,9,RF,191,73.0,72.0,0.0,1,0.392,18.0,1.0,3.0,24.0,816,4.272,14.7,16.2,0.005,0.903,0.13,2.0,0.0,19,309,57,131,15,3,42,11,0,22,19,MEX,1,31,28,161,52,3.3,7.0,18.4,22.9,46.6,19.1,11.5,0.015000000000000013
2024,532.0,Diablos Rojos del Mexico,676140,Julian Ornelas,7,LF,343,168.0,154.0,0.0,5,0.339,38.0,2.0,11.0,70.0,1315,3.834,8.7,15.5,0.047,0.566,0.229,3.0,0.0,48,627,131,258,20,15,77,24,1,43,30,MEX,16,53,30,306,98,22.2,10.0,20.9,27.9,41.5,22.5,8.1,0.068
2024,532.0,Diablos Rojos del Mexico,605011,Moises Gutierrez,5,3B,179,86.0,78.0,4.0,2,0.417,22.0,1.0,4.0,31.0,707,3.95,9.5,29.6,0.045,0.321,0.245,1.0,0.0,20,363,112,108,5,6,29,13,0,25,10,MEX,8,53,17,155,48,24.2,15.8,30.9,30.6,36.1,28.7,4.6,0.20099999999999998
2024,532.0,Diablos Rojos del Mexico,606157,Aristides Aquino,9,RF,259,108.0,101.0,0.0,3,0.364,25.0,2.0,7.0,49.0,998,3.853,13.1,23.2,0.035,0.567,0.195,1.0,0.0,29,505,162,163,15,11,43,15,0,28,22,MEX,9,60,34,220,65,20.5,16.2,32.1,27.0,39.9,23.9,9.2,0.101
2024,532.0,Diablos Rojos del Mexico,664850,Patrick Mazeika,2,C,56,17.0,30.0,0.0,0,0.293,5.0,0.0,0.0,7.0,242,4.321,14.3,12.5,0.0,1.143,0.104,1.0,0.0,9,125,28,41,8,0,12,5,1,4,2,MEX,0,7,8,48,12,0.0,11.6,22.4,34.1,34.1,9.8,22.0,-0.017999999999999988
2024,532.0,Diablos Rojos del Mexico,602922,José Rondón,5,3B,250,86.0,126.0,1.0,1,0.256,17.0,3.0,12.0,48.0,1044,4.176,11.6,17.6,0.036,0.659,0.162,1.0,0.0,36,483,110,174,28,12,47,15,0,23,13,MEX,9,44,29,216,51,17.6,10.5,22.8,29.3,34.5,20.1,16.1,0.059999999999999984
2024,532.0,Diablos Rojos del Mexico,515189,Japhet Amador,10,DH,179,60.0,104.0,0.0,4,0.265,12.0,1.0,10.0,38.0,686,3.832,11.2,21.8,0.034,0.513,0.156,0.0,0.0,28,313,96,119,10,14,31,10,0,16,10,MEX,6,39,20,154,36,15.8,14.0,30.7,31.9,34.5,25.2,8.4,0.106
2024,532.0,Diablos Rojos del Mexico,468368,Gabriel Gutierrez,2,C,90,24.0,38.0,4.0,0,0.231,6.0,2.0,2.0,15.0,355,3.944,10.0,10.0,0.011,1.0,0.107,2.0,0.0,10,148,17,70,4,7,33,2,0,8,6,MEX,1,9,9,75,16,8.3,4.8,11.5,17.1,55.7,21.4,5.7,0.0
2024,532.0,Diablos Rojos del Mexico,593993,José Briceño,2,C,162,38.0,85.0,2.0,1,0.244,6.0,2.0,6.0,37.0,606,3.741,5.6,17.9,0.006,0.31,0.054,8.0,0.0,20,289,73,122,18,6,48,6,0,13,11,MEX,1,29,9,148,30,3.8,12.0,25.3,21.3,48.4,15.6,14.8,0.123
2024,532.0,Diablos Rojos del Mexico,510612,Francisco Cordoba,2,C,37,12.0,23.0,0.0,0,0.15,3.0,2.0,0.0,8.0,165,4.459,10.8,24.3,0.054,0.444,0.226,0.0,1.0,2,80,21,22,7,0,8,3,0,2,0,MEX,2,9,4,31,5,40.0,12.7,26.2,22.7,36.4,9.1,31.8,0.135
2024,532.0,Diablos Rojos del Mexico,682655,Fernando Villalobos,10,DH,9,4.0,7.0,0.0,0,0.0,1.0,0.0,0.0,1.0,38,4.222,11.1,44.4,0.111,0.25,0.375,0.0,0.0,2,15,5,4,0,0,1,1,0,0,0,MEX,1,4,1,8,1,33.3,13.2,33.3,75.0,25.0,0.0,0.0,0.333
2024,532.0,Diablos Rojos del Mexico,652999,Jesus Fabela,7,LF,10,2.0,4.0,0.0,0,0.167,1.0,0.0,0.0,1.0,37,3.7,10.0,30.0,0.0,0.333,0.111,0.0,0.0,4,16,3,6,0,0,1,1,0,0,0,MEX,0,3,1,9,1,0.0,8.1,18.8,83.3,16.7,0.0,0.0,0.19999999999999998
2024,532.0,Diablos Rojos del Mexico,828461,Leonardo Ortiz,2,C,1,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,5,5.0,0.0,100.0,0.0,,0.0,0.0,0.0,0,4,2,0,0,0,0,0,0,0,0,MEX,0,1,0,1,0,,40.0,50.0,,,,,1.0
2024,532.0,Diablos Rojos del Mexico,825269,Jose Verdugo,X,X,1,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,6,6.0,0.0,100.0,0.0,,0.0,0.0,0.0,0,3,2,0,0,0,0,0,0,0,0,MEX,0,1,0,1,0,,33.3,66.7,,,,,1.0
2024,532.0,Diablos Rojos del Mexico,827712,Edwin Villavicencio,2,C,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,MEX,0,0,0,1,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024,536.0,Tecos de los Dos Laredos,606281,Danry Vasquez,9,RF,374,175.0,148.0,1.0,2,0.394,42.0,3.0,15.0,87.0,1364,3.647,10.2,15.2,0.016,0.667,0.191,4.0,1.0,48,629,103,276,11,13,92,32,0,42,38,LAR,6,57,38,330,112,7.5,7.6,16.4,29.0,47.1,19.9,4.0,0.05
2024,536.0,Tecos de los Dos Laredos,542419,Ali Castillo,4,2B,417,156.0,162.0,3.0,4,0.333,27.0,2.0,9.0,93.0,1415,3.393,8.9,6.2,0.01,1.423,0.1,5.0,1.0,67,617,66,352,29,10,127,21,0,28,70,LAR,4,26,37,371,119,4.5,4.7,10.7,25.0,56.0,10.8,8.2,-0.026999999999999996
2024,536.0,Tecos de los Dos Laredos,573627,Kennys Vargas,10,DH,382,167.0,160.0,0.0,2,0.407,35.0,6.0,9.0,48.0,1570,4.11,13.4,25.1,0.039,0.531,0.201,2.0,2.0,36,707,216,229,16,9,66,32,0,30,40,LAR,15,96,51,323,102,22.1,13.8,30.6,29.7,46.3,17.0,7.0,0.11699999999999999
2024,536.0,Tecos de los Dos Laredos,657598,Cade Gotta,8,CF,433,154.0,133.0,0.0,3,0.35,27.0,6.0,7.0,51.0,1696,3.917,13.2,15.2,0.016,0.864,0.117,8.0,0.0,45,672,133,304,31,15,102,15,0,29,67,LAR,7,66,57,367,111,11.7,7.8,19.8,19.7,55.6,14.5,10.2,0.01999999999999999
2024,536.0,Tecos de los Dos Laredos,622168,Yairo Muñoz,5,3B,224,86.0,106.0,0.0,4,0.337,15.0,1.0,8.0,40.0,843,3.763,7.6,15.6,0.022,0.486,0.124,2.0,0.0,31,471,103,171,11,5,63,18,0,18,25,LAR,5,35,17,202,61,10.2,12.2,21.9,28.7,51.5,13.5,6.4,0.08
2024,536.0,Tecos de los Dos Laredos,628450,Yadiel Hernandez,7,LF,399,163.0,151.0,0.0,5,0.348,32.0,0.0,11.0,70.0,1689,4.233,13.5,19.5,0.035,0.692,0.179,1.0,0.0,56,725,185,267,11,10,88,37,0,29,36,LAR,14,78,54,340,102,15.1,11.0,25.5,34.8,46.4,14.6,4.1,0.06
2024,536.0,Tecos de los Dos Laredos,602074,Yonathan Daza,9,RF,112,33.0,61.0,1.0,2,0.33,3.0,1.0,6.0,22.0,385,3.438,4.5,12.5,0.0,0.357,0.029,2.0,0.0,18,195,28,92,1,2,41,5,0,6,19,LAR,0,14,5,103,30,0.0,7.3,14.4,25.0,65.2,8.7,1.1,0.08
2024,536.0,Tecos de los Dos Laredos,520471,Freddy Galvis,6,SS,281,104.0,125.0,0.0,7,0.328,27.0,1.0,4.0,51.0,1196,4.256,11.0,22.4,0.021,0.492,0.161,1.0,0.0,51,504,122,186,17,3,50,19,0,31,15,LAR,6,63,31,242,65,8.6,10.2,24.2,37.6,34.9,18.3,9.1,0.114
2024,536.0,Tecos de los Dos Laredos,516472,Francisco Arcia,2,C,274,84.0,113.0,5.0,0,0.318,16.0,7.0,8.0,41.0,1004,3.664,6.2,17.5,0.007,0.354,0.082,1.0,0.0,44,477,99,202,8,8,78,13,0,27,24,LAR,2,48,17,245,64,3.5,9.9,20.8,28.2,50.5,17.3,4.0,0.11299999999999999
2024,536.0,Tecos de los Dos Laredos,592660,Rangel Ravelo,3,1B,92,37.0,36.0,0.0,2,0.241,8.0,5.0,5.0,15.0,368,4.0,12.0,14.1,0.054,0.846,0.243,1.0,0.0,11,159,30,63,2,4,27,11,0,3,5,LAR,5,13,11,74,19,22.7,8.2,18.9,34.9,50.8,11.1,3.2,0.02099999999999999
2024,536.0,Tecos de los Dos Laredos,642686,Jose Martinez,6,SS,227,73.0,87.0,7.0,1,0.264,15.0,3.0,4.0,39.0,852,3.753,9.7,11.9,0.018,0.815,0.135,6.0,0.0,32,349,63,174,9,7,79,19,0,16,12,LAR,4,27,22,193,47,7.8,7.4,18.1,29.3,52.3,13.2,5.2,0.021999999999999992
2024,536.0,Tecos de los Dos Laredos,516949,Héctor Sánchez,2,C,120,44.0,62.0,1.0,1,0.301,10.0,1.0,1.0,13.0,474,3.95,7.5,26.7,0.033,0.281,0.167,0.0,0.0,19,225,56,78,5,4,24,8,0,10,8,LAR,4,32,9,108,26,14.8,11.8,24.9,34.6,41.0,17.9,6.4,0.192
2024,536.0,Tecos de los Dos Laredos,446044,Joshua Rodriguez,5,3B,28,7.0,20.0,0.0,0,0.429,1.0,0.0,1.0,6.0,128,4.571,7.1,42.9,0.0,0.167,0.038,0.0,0.0,2,59,17,14,1,2,3,2,0,1,3,LAR,0,12,2,26,6,0.0,13.3,28.8,28.6,42.9,21.4,7.1,0.358
2024,536.0,Tecos de los Dos Laredos,596143,Luis Sardinas,5,3B,36,15.0,10.0,1.0,0,0.214,3.0,0.0,1.0,6.0,126,3.5,0.0,13.9,0.056,,0.2,0.0,0.0,7,70,10,31,1,2,13,6,0,2,0,LAR,2,5,0,35,8,15.4,7.9,14.3,41.9,41.9,12.9,3.2,0.139
2024,536.0,Tecos de los Dos Laredos,605378,Kevin Medrano,X,X,22,7.0,9.0,0.0,1,0.214,1.0,0.0,1.0,2.0,96,4.364,13.6,18.2,0.045,0.75,0.167,0.0,0.0,3,48,8,15,0,1,7,1,0,1,2,LAR,1,4,3,18,4,25.0,8.3,16.7,26.7,60.0,13.3,0.0,0.045999999999999985
2024,536.0,Tecos de los Dos Laredos,666922,Ryan Aguilar,3,1B,113,32.0,61.0,2.0,1,0.297,7.0,0.0,1.0,13.0,424,3.752,13.3,27.4,0.009,0.484,0.126,0.0,1.0,16,206,73,67,6,3,22,4,0,9,7,LAR,1,31,15,95,20,5.0,17.2,35.4,29.9,43.3,17.9,9.0,0.14100000000000001
2024,536.0,Tecos de los Dos Laredos,518770,Alonzo Harris,X,X,81,16.0,30.0,1.0,1,0.196,3.0,0.0,1.0,8.0,327,4.037,14.8,19.8,0.012,0.75,0.075,1.0,0.0,15,130,31,53,5,3,19,3,1,3,4,LAR,1,16,12,67,11,5.6,9.5,23.8,34.0,43.4,11.3,11.3,0.05000000000000002
