season,team_id,team_name,player_id,Name,position_code,POS,PA,TB,LOB,sacBunts,SF,BABIP,XBH,HBP,gidp,gidpOpp,numP,P/PA,BB%,K%,HR/PA,BB/K,ISO,ROE,walkOffs,FO,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,HR,K,BB,AB,H,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%
2024,536.0,Tecos de los Dos Laredos,448855,Junior Guerra,1,P,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,LAR,0,0,0,0,0,,,,,,,,
2024,536.0,Tecos de los Dos Laredos,643354,Donnie Hart,1,P,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,LAR,0,0,0,0,0,,,,,,,,
2024,536.0,Tecos de los Dos Laredos,642511,Arnaldo Hernandez,1,P,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,LAR,0,0,0,0,0,,,,,,,,
2024,536.0,Tecos de los Dos Laredos,824051,Eduardo Luna,2,C,3,0.0,1.0,0.0,0,,0.0,1.0,0.0,0.0,12,4.0,0.0,66.7,0.0,,0.0,0.0,0.0,0,8,5,0,0,0,0,0,0,0,0,LAR,0,2,0,2,0,,41.7,62.5,,,,,0.667
2024,536.0,Tecos de los Dos Laredos,685736,Cristian Mejia,2,C,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0,LAR,0,0,0,1,0,,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024,536.0,Tecos de los Dos Laredos,825580,Marcos Valenzuela,X,X,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,7,1,6,0,0,5,0,0,0,0,LAR,0,0,0,6,0,0.0,5.6,14.3,16.7,83.3,0.0,0.0,0.0
2024,536.0,Tecos de los Dos Laredos,664944,Cam Vieaux,1,P,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,LAR,0,0,0,0,0,,,,,,,,
2024,6303.0,Conspiradores de Queretaro,543874,Jose Vargas,3,1B,5,3.0,3.0,0.0,0,0.667,1.0,0.0,0.0,0.0,17,3.4,0.0,40.0,0.0,,0.2,0.0,0.0,0,13,6,3,0,0,1,0,0,2,0,QRO,0,2,0,5,2,,35.3,46.2,0.0,33.3,66.7,0.0,0.4
2024,6303.0,Conspiradores de Queretaro,666968,Yurisbel Gracial,7,LF,387,233.0,145.0,0.0,3,0.426,50.0,1.0,4.0,71.0,1434,3.705,9.0,18.3,0.062,0.493,0.287,8.0,0.0,43,637,170,280,20,13,71,43,1,42,47,QRO,24,71,35,348,133,27.9,11.9,26.7,30.7,42.1,19.6,7.5,0.093
2024,6303.0,Conspiradores de Queretaro,664583,Beder Gutierrez,X,X,41,31.0,14.0,0.0,0,0.375,10.0,0.0,1.0,5.0,159,3.878,14.6,17.1,0.098,0.857,0.514,1.0,0.0,1,72,16,28,2,0,12,4,0,7,2,QRO,4,7,6,35,13,80.0,10.1,22.2,17.9,50.0,25.0,7.1,0.025000000000000022
2024,6303.0,Conspiradores de Queretaro,661270,Roel Santos,8,CF,161,67.0,47.0,0.0,2,0.397,12.0,2.0,2.0,10.0,620,3.851,13.7,11.8,0.012,1.158,0.141,1.0,0.0,22,240,43,118,8,6,34,11,0,19,18,QRO,2,19,22,135,48,6.1,6.9,17.9,28.0,44.1,21.2,6.8,-0.019000000000000017
2024,6303.0,Conspiradores de Queretaro,628329,Rusney Castillo,9,RF,75,45.0,42.0,0.0,0,0.365,12.0,0.0,3.0,15.0,224,2.987,1.3,10.7,0.04,0.125,0.257,1.0,0.0,10,134,22,66,5,8,17,2,0,15,9,QRO,3,8,1,74,26,25.0,9.8,16.4,18.2,39.4,34.8,7.6,0.094
2024,6303.0,Conspiradores de Queretaro,626843,Yosmany Guerra,4,2B,288,116.0,107.0,1.0,0,0.383,22.0,3.0,7.0,57.0,1165,4.045,14.6,9.7,0.014,1.5,0.133,2.0,0.0,43,460,67,214,5,15,67,20,0,38,26,QRO,4,28,42,241,84,6.3,5.8,14.6,29.4,43.5,24.8,2.3,-0.04899999999999999
2024,6303.0,Conspiradores de Queretaro,593700,Alen Hanson,4,2B,359,181.0,137.0,4.0,4,0.356,39.0,3.0,3.0,65.0,1292,3.599,5.6,14.5,0.045,0.385,0.216,3.0,2.0,59,650,149,284,25,10,80,32,1,39,38,QRO,16,52,20,328,110,17.6,11.5,22.9,32.0,41.5,17.3,9.2,0.089
2024,6303.0,Conspiradores de Queretaro,642721,Kelvin Gutiérrez,6,SS,370,159.0,146.0,0.0,5,0.368,30.0,7.0,16.0,84.0,1361,3.678,10.0,14.6,0.03,0.685,0.162,8.0,1.0,33,585,128,272,4,13,115,19,1,43,44,QRO,11,54,37,321,107,21.2,9.4,21.9,19.1,58.5,20.6,1.8,0.045999999999999985
2024,6303.0,Conspiradores de Queretaro,477399,Jesse Castillo,3,1B,334,126.0,135.0,0.0,4,0.32,20.0,3.0,8.0,63.0,1339,4.009,11.7,9.3,0.024,1.258,0.128,4.0,0.0,61,644,105,261,26,21,64,26,0,35,28,QRO,8,31,39,288,89,9.2,7.8,16.3,33.3,35.2,21.5,10.0,-0.024000000000000007
2024,6303.0,Conspiradores de Queretaro,547982,Leonys Martin,9,RF,366,194.0,159.0,0.0,2,0.346,42.0,9.0,8.0,61.0,1484,4.055,12.8,25.4,0.079,0.505,0.325,3.0,0.0,45,691,232,217,19,9,50,46,0,29,19,QRO,29,93,47,308,94,31.9,15.6,33.6,41.9,31.8,17.5,8.8,0.126
2024,6303.0,Conspiradores de Queretaro,660840,Jose Lizarraga,2,C,59,24.0,34.0,2.0,1,0.304,7.0,3.0,1.0,17.0,187,3.169,0.0,11.9,0.017,,0.17,2.0,0.0,10,98,22,49,4,6,14,2,0,6,7,QRO,1,7,0,53,15,8.3,11.8,22.4,24.5,42.9,24.5,8.2,0.119
2024,6303.0,Conspiradores de Queretaro,547004,Rio Ruiz,5,3B,329,112.0,142.0,0.0,4,0.319,24.0,0.0,8.0,59.0,1288,3.915,11.9,17.0,0.015,0.696,0.119,3.0,0.0,50,615,175,234,15,11,80,16,1,40,21,QRO,5,56,39,286,78,7.6,13.6,28.5,28.2,43.2,21.8,6.8,0.05100000000000002
2024,6303.0,Conspiradores de Queretaro,455378,Ali Solis,2,C,146,66.0,78.0,1.0,1,0.329,16.0,1.0,4.0,22.0,639,4.377,6.8,32.2,0.055,0.213,0.241,1.0,0.0,21,329,119,88,5,4,24,9,0,12,13,QRO,8,47,10,133,34,26.7,18.6,36.2,34.1,42.0,18.2,5.7,0.254
2024,6303.0,Conspiradores de Queretaro,544827,Carlos Paulino,2,C,153,63.0,67.0,2.0,1,0.298,14.0,2.0,5.0,30.0,561,3.667,11.8,25.5,0.052,0.462,0.231,2.0,0.0,12,276,94,94,6,1,42,10,0,15,8,QRO,8,39,18,130,33,36.4,16.8,34.1,23.4,53.2,17.0,6.4,0.137
2024,6303.0,Conspiradores de Queretaro,473242,Agustin Murillo,5,3B,65,18.0,23.0,0.0,1,0.325,5.0,3.0,1.0,9.0,260,4.0,13.8,20.0,0.0,0.692,0.096,1.0,0.0,9,104,24,40,2,1,15,1,0,10,2,QRO,0,13,9,52,13,0.0,9.2,23.1,25.0,42.5,27.5,5.0,0.062
2024,6303.0,Conspiradores de Queretaro,447638,Issmael Salas,5,3B,127,34.0,47.0,0.0,0,0.286,6.0,4.0,1.0,15.0,473,3.724,6.3,13.4,0.0,0.471,0.052,5.0,0.0,24,225,42,98,10,3,33,7,0,13,8,QRO,0,17,8,115,28,0.0,8.9,18.7,31.6,41.8,16.3,10.2,0.07100000000000001
2024,6303.0,Conspiradores de Queretaro,600975,Rubi Silva,9,RF,63,19.0,28.0,1.0,1,0.3,4.0,0.0,2.0,10.0,219,3.476,11.1,22.2,0.016,0.5,0.111,1.0,0.0,8,106,37,42,1,1,19,1,0,5,7,QRO,1,14,7,54,13,11.1,16.9,34.9,21.4,61.9,14.3,2.4,0.111
2024,6303.0,Conspiradores de Queretaro,622047,Fernando Perez,10,DH,146,34.0,62.0,2.0,2,0.29,4.0,3.0,2.0,20.0,557,3.815,11.0,21.2,0.007,0.516,0.049,1.0,0.0,21,280,77,96,10,3,34,6,0,14,8,QRO,1,31,16,123,28,3.7,13.8,27.5,28.1,43.8,17.7,10.4,0.102
2024,6303.0,Conspiradores de Queretaro,656431,Ti'Quan Forbes,5,3B,74,20.0,37.0,0.0,1,0.282,3.0,4.0,2.0,7.0,280,3.784,8.1,31.1,0.027,0.261,0.111,0.0,0.0,8,129,52,41,2,0,18,3,0,4,6,QRO,2,23,6,63,13,18.2,18.6,40.3,26.8,58.5,9.8,4.9,0.22999999999999998
2024,6304.0,Charros de Jalisco,605353,Vimael Machín,5,3B,363,176.0,96.0,1.0,1,0.441,39.0,1.0,9.0,52.0,1469,4.047,15.4,10.2,0.019,1.514,0.178,5.0,1.0,49,628,114,269,9,10,79,35,2,35,50,JAL,7,37,56,304,122,8.3,7.8,18.2,31.2,48.0,16.7,4.1,-0.052000000000000005
2024,6304.0,Charros de Jalisco,595885,Greg Bird,3,1B,306,152.0,148.0,0.0,5,0.31,33.0,8.0,8.0,48.0,1144,3.739,10.1,12.7,0.059,0.795,0.263,4.0,0.0,50,565,130,228,13,15,67,28,0,34,21,JAL,18,39,31,262,83,23.1,11.4,23.0,34.2,38.6,21.5,5.7,0.025999999999999995
2024,6304.0,Charros de Jalisco,571685,Anthony García,9,RF,119,60.0,58.0,0.0,1,0.362,17.0,0.0,4.0,16.0,506,4.252,14.3,22.7,0.05,0.63,0.287,0.0,0.0,15,225,60,75,5,2,22,9,0,12,10,JAL,6,27,17,101,31,25.0,11.9,26.7,32.0,42.7,18.7,6.7,0.08400000000000002
2024,6304.0,Charros de Jalisco,596105,Dwight Smith Jr.,8,CF,321,133.0,105.0,1.0,3,0.356,30.0,1.0,2.0,24.0,1273,3.966,15.9,19.6,0.034,0.81,0.2,2.0,1.0,46,501,141,206,9,11,60,21,0,29,30,JAL,11,63,51,265,80,16.4,11.1,28.1,32.5,43.7,19.4,4.4,0.037000000000000005
2024,6304.0,Charros de Jalisco,542455,Oswaldo Arcia,10,DH,319,131.0,118.0,0.0,5,0.331,30.0,10.0,2.0,44.0,1404,4.401,15.4,20.7,0.041,0.742,0.227,0.0,1.0,47,587,182,194,22,12,40,35,0,20,18,JAL,13,66,49,255,73,15.9,13.0,31.0,42.3,29.9,16.5,11.3,0.05299999999999999
2024,6304.0,Charros de Jalisco,571740,Billy Hamilton,8,CF,210,70.0,67.0,4.0,0,0.378,13.0,1.0,3.0,20.0,751,3.576,6.7,22.9,0.0,0.292,0.084,4.0,0.0,19,369,100,147,20,11,43,10,0,21,23,JAL,0,48,14,191,54,0.0,13.3,27.1,19.7,44.9,21.8,13.6,0.162
2024,6304.0,Charros de Jalisco,596143,Luis Sardinas,6,SS,268,118.0,84.0,4.0,5,0.284,29.0,4.0,7.0,48.0,991,3.698,6.3,13.1,0.041,0.486,0.214,0.0,0.0,44,485,87,212,15,7,79,25,0,20,22,JAL,11,35,17,238,67,15.9,8.8,17.9,32.5,47.6,12.7,7.1,0.068
2024,6304.0,Charros de Jalisco,690414,Calvin Estrada,7,LF,94,31.0,41.0,0.0,1,0.319,4.0,1.0,2.0,11.0,327,3.479,8.5,16.0,0.011,0.533,0.095,1.0,0.0,13,140,34,70,6,3,25,8,0,1,14,JAL,1,15,8,84,23,4.8,10.4,24.3,30.0,55.7,5.7,8.6,0.075
2024,6304.0,Charros de Jalisco,572868,Anthony Giansanti,7,LF,236,100.0,104.0,0.0,0,0.311,24.0,3.0,2.0,35.0,937,3.97,13.6,18.6,0.038,0.727,0.224,7.0,0.0,34,403,117,157,18,5,45,23,0,14,18,JAL,9,44,32,201,55,15.8,12.5,29.0,36.3,40.1,12.1,11.5,0.04999999999999999
2024,6304.0,Charros de Jalisco,692979,Maikel Serrano,9,RF,218,69.0,106.0,1.0,0,0.323,12.0,6.0,3.0,33.0,727,3.335,5.0,19.7,0.009,0.256,0.085,2.0,1.0,21,414,99,158,15,9,61,10,0,10,32,JAL,2,43,11,200,52,6.5,13.6,23.9,19.6,58.9,12.0,9.5,0.14700000000000002
2024,6304.0,Charros de Jalisco,660518,Juan Camacho,2,C,26,15.0,18.0,0.0,0,0.188,3.0,0.0,2.0,12.0,83,3.192,7.7,19.2,0.115,0.4,0.375,1.0,0.0,5,44,16,19,1,1,6,3,0,0,3,JAL,3,5,2,24,6,37.5,19.3,36.4,42.1,47.4,5.3,5.3,0.115
2024,6304.0,Charros de Jalisco,453575,Jose Guadalupe Chavez,4,2B,220,62.0,90.0,4.0,1,0.313,12.0,2.0,6.0,33.0,821,3.732,9.5,19.1,0.005,0.5,0.073,3.0,0.0,25,362,69,155,17,9,56,15,1,20,12,JAL,1,42,21,192,48,2.5,8.4,19.1,25.8,43.9,18.7,11.6,0.096
2024,6304.0,Charros de Jalisco,642344,Jhon Nuñez,2,C,159,56.0,90.0,1.0,0,0.347,14.0,3.0,7.0,29.0,598,3.761,4.4,28.3,0.013,0.156,0.128,1.0,0.0,18,337,100,104,3,8,38,6,0,20,11,JAL,2,45,7,148,37,8.3,16.7,29.7,23.1,47.1,26.9,2.9,0.239
2024,6304.0,Charros de Jalisco,519434,Michael Wing,4,2B,148,59.0,67.0,0.0,1,0.283,12.0,2.0,3.0,15.0,634,4.284,8.1,23.6,0.047,0.343,0.195,3.0,0.0,20,285,88,99,7,8,31,11,0,11,11,JAL,7,35,12,133,33,22.6,13.9,30.9,31.3,42.4,19.2,7.1,0.15499999999999997
2024,6304.0,Charros de Jalisco,685771,Alfredo Hurtado,2,C,140,50.0,54.0,0.0,1,0.278,10.0,1.0,2.0,17.0,516,3.686,10.7,20.7,0.036,0.517,0.163,3.0,1.0,16,276,82,95,8,5,36,10,0,10,10,JAL,5,29,15,123,30,19.2,15.9,29.7,27.4,48.4,15.8,8.4,0.09999999999999999
2024,6304.0,Charros de Jalisco,613546,Angelo Castellano,6,SS,126,45.0,33.0,4.0,1,0.25,11.0,1.0,2.0,15.0,450,3.571,7.1,10.3,0.024,0.692,0.162,2.0,0.0,23,225,46,103,12,8,33,10,0,10,7,JAL,3,13,9,111,27,9.1,10.2,20.4,32.0,38.8,17.5,11.7,0.032
2024,6304.0,Charros de Jalisco,703007,Jesus Cordova,X,X,22,10.0,8.0,0.0,1,0.4,3.0,0.0,0.0,3.0,74,3.364,0.0,50.0,0.045,,0.238,0.0,0.0,1,47,25,11,2,0,3,3,0,2,0,JAL,1,11,0,21,5,25.0,33.8,53.2,36.4,27.3,18.2,18.2,0.5
2024,6304.0,Charros de Jalisco,828390,Carlos Baez,9,RF,35,7.0,18.0,0.0,0,0.35,0.0,1.0,0.0,1.0,120,3.429,2.9,37.1,0.0,0.077,0.0,0.0,0.0,2,68,19,20,0,0,11,1,0,1,5,JAL,0,13,1,33,7,0.0,15.8,27.9,15.0,80.0,5.0,0.0,0.34199999999999997
2024,6304.0,Charros de Jalisco,806591,Christopher Gastelum,4,2B,119,30.0,59.0,1.0,0,0.244,5.0,2.0,2.0,13.0,463,3.891,9.2,21.0,0.017,0.44,0.086,1.0,0.0,7,211,49,81,8,5,40,7,0,7,7,JAL,2,25,11,105,21,14.3,10.6,23.2,17.3,58.0,14.8,9.9,0.118
2024,6304.0,Charros de Jalisco,641924,Jacob Nottingham,2,C,93,26.0,42.0,0.0,1,0.184,6.0,4.0,2.0,13.0,372,4.0,6.5,44.1,0.043,0.146,0.183,1.0,0.0,8,193,89,42,5,1,17,8,0,2,1,JAL,4,41,6,82,11,25.0,23.9,46.1,38.1,42.9,7.1,11.9,0.376
2024,6304.0,Charros de Jalisco,803125,Jose Orrantia,5,3B,29,3.0,12.0,0.0,0,0.231,0.0,0.0,0.0,1.0,119,4.103,13.8,41.4,0.0,0.333,0.0,0.0,0.0,4,51,18,13,2,1,3,2,0,0,1,JAL,0,12,4,25,3,0.0,15.1,35.3,46.2,30.8,7.7,15.4,0.27599999999999997
2024,6304.0,Charros de Jalisco,678411,Gustavo Ruiz,2,C,7,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,23,3.286,0.0,28.6,0.0,,0.0,0.0,0.0,2,18,8,5,2,0,1,0,0,0,0,JAL,0,2,0,7,0,0.0,34.8,44.4,40.0,20.0,0.0,40.0,0.286
2024,6304.0,Charros de Jalisco,828751,Juan Vazquez,X,X,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0,JAL,0,0,0,1,0,,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024,560.0,Acereros del Norte,800096,Aldo Nunez,4,2B,16,5.0,9.0,0.0,0,0.5,0.0,1.0,0.0,4.0,50,3.125,6.3,25.0,0.0,0.25,0.0,0.0,0.0,1,26,7,10,0,2,2,0,0,3,2,MVA,0,4,1,14,5,0.0,14.0,26.9,10.0,40.0,50.0,0.0,0.187
2024,560.0,Acereros del Norte,515768,Balbino Fuenmayor,10,DH,262,137.0,119.0,0.0,8,0.395,28.0,4.0,14.0,53.0,880,3.359,3.8,22.1,0.05,0.172,0.225,1.0,1.0,37,563,191,190,12,7,51,30,1,29,23,MVA,13,58,10,240,83,19.4,21.7,33.9,35.3,38.9,18.9,6.8,0.183
2024,560.0,Acereros del Norte,625506,Aldrem Corredor,3,1B,379,177.0,147.0,0.0,2,0.376,36.0,0.0,5.0,67.0,1508,3.979,12.7,14.2,0.037,0.889,0.195,0.0,0.0,44,567,90,277,15,16,89,26,0,40,47,MVA,14,54,48,329,113,20.0,6.0,15.9,25.3,49.1,20.2,5.4,0.014999999999999986
2024,560.0,Acereros del Norte,642423,Magneuris Sierra,8,CF,277,118.0,58.0,8.0,1,0.38,21.0,1.0,0.0,41.0,955,3.448,5.4,17.3,0.018,0.313,0.147,2.0,0.0,30,476,114,213,21,5,76,16,1,23,41,MVA,5,48,15,252,81,10.9,11.9,23.9,21.6,54.9,13.1,10.3,0.119
2024,560.0,Acereros del Norte,608365,Addison Russell,6,SS,363,140.0,146.0,0.0,2,0.365,24.0,2.0,11.0,70.0,1391,3.832,12.4,14.9,0.019,0.833,0.127,3.0,1.0,47,628,136,262,22,14,79,19,4,35,42,MVA,7,54,45,314,100,10.6,9.8,21.7,25.2,46.2,18.7,9.9,0.024999999999999994
2024,560.0,Acereros del Norte,650346,Ramon Hernandez,5,3B,364,188.0,157.0,0.0,2,0.342,40.0,8.0,11.0,71.0,1419,3.898,6.9,19.8,0.06,0.347,0.258,3.0,2.0,52,655,150,259,23,17,64,28,4,40,31,MVA,22,72,25,329,103,27.5,10.6,22.9,30.9,36.7,22.0,10.4,0.129
2024,560.0,Acereros del Norte,622700,Santiago Chávez,2,C,103,42.0,37.0,2.0,2,0.4,9.0,0.0,2.0,8.0,395,3.835,9.7,27.2,0.029,0.357,0.169,0.0,0.0,9,199,61,65,7,2,20,6,0,11,10,MVA,3,28,10,89,27,20.0,15.4,30.7,23.1,46.2,20.0,10.8,0.17500000000000002
2024,560.0,Acereros del Norte,616613,Rodolfo Amador,5,3B,82,29.0,30.0,0.0,1,0.338,7.0,1.0,3.0,17.0,265,3.232,2.4,15.9,0.0,0.154,0.091,1.0,0.0,13,167,33,66,6,4,21,2,0,14,6,MVA,0,13,2,77,22,0.0,12.5,19.8,22.7,40.9,27.3,9.1,0.135
2024,560.0,Acereros del Norte,596107,Eric Filia,7,LF,378,114.0,120.0,6.0,3,0.315,19.0,4.0,8.0,66.0,1433,3.791,13.5,11.6,0.008,1.159,0.083,3.0,1.0,47,655,116,279,9,12,123,14,0,33,41,MVA,3,44,51,314,88,4.9,8.1,17.7,21.9,58.8,16.1,3.2,-0.019000000000000003
2024,560.0,Acereros del Norte,622758,Angel Aguilar,4,2B,152,65.0,70.0,1.0,3,0.32,15.0,3.0,1.0,23.0,581,3.822,5.3,22.4,0.039,0.235,0.197,1.0,1.0,24,294,89,107,9,3,33,11,0,17,10,MVA,6,34,8,137,38,17.1,15.3,30.3,32.7,40.2,18.7,8.4,0.171
2024,560.0,Acereros del Norte,607372,Juan Perez,4,2B,324,120.0,141.0,5.0,4,0.32,31.0,3.0,1.0,62.0,1303,4.022,10.2,17.9,0.019,0.569,0.158,4.0,0.0,51,611,151,230,32,10,61,16,1,40,19,MVA,6,58,33,279,76,9.0,11.6,24.7,29.1,34.8,21.7,14.3,0.077
2024,560.0,Acereros del Norte,607355,Logan Moore,2,C,251,96.0,105.0,1.0,2,0.327,19.0,3.0,2.0,28.0,1048,4.175,11.2,23.5,0.036,0.475,0.176,2.0,0.0,32,505,165,160,16,2,52,15,3,27,13,MVA,9,59,28,216,58,19.1,15.7,32.7,29.4,40.6,18.1,11.9,0.12299999999999998
2024,560.0,Acereros del Norte,680643,Juan Mora,4,2B,23,5.0,9.0,2.0,0,0.385,0.0,2.0,1.0,7.0,72,3.13,0.0,26.1,0.0,,0.0,0.0,0.0,2,41,13,15,2,0,6,0,0,3,2,MVA,0,6,0,19,5,0.0,18.1,31.7,13.3,53.3,20.0,13.3,0.261
2024,560.0,Acereros del Norte,546318,Odúbel Herrera,9,RF,151,53.0,85.0,1.0,0,0.308,13.0,2.0,5.0,28.0,584,3.868,7.3,18.5,0.013,0.393,0.131,3.0,0.0,11,302,84,110,9,7,48,6,0,13,16,MVA,2,28,11,137,35,11.8,14.4,27.8,15.5,58.2,18.2,8.2,0.112
2024,560.0,Acereros del Norte,474892,Chris Carter,10,DH,153,64.0,72.0,0.0,1,0.338,17.0,1.0,0.0,13.0,635,4.15,13.1,36.6,0.052,0.357,0.252,0.0,0.0,22,289,117,76,6,4,13,8,1,14,8,MVA,8,56,20,131,31,26.7,18.4,40.5,39.5,27.6,23.7,9.2,0.235
2024,560.0,Acereros del Norte,600898,Jecksson Flores,9,RF,213,56.0,89.0,9.0,0,0.241,12.0,12.0,2.0,23.0,775,3.638,7.5,13.1,0.014,0.571,0.102,4.0,0.0,31,320,53,157,14,12,62,4,1,16,17,MVA,3,28,16,176,38,8.6,6.8,16.6,22.3,50.3,17.8,9.6,0.05600000000000001
2024,560.0,Acereros del Norte,663610,Daniel Amaral,8,CF,109,23.0,46.0,3.0,0,0.257,2.0,2.0,1.0,11.0,397,3.642,10.1,20.2,0.009,0.5,0.043,2.0,0.0,16,173,39,74,5,2,32,4,0,5,10,MVA,1,22,11,93,19,5.0,9.8,22.5,27.0,56.8,9.5,6.8,0.101
2024,560.0,Acereros del Norte,811607,Omar Bustamante,2,C,1,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,MVA,0,0,0,1,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024,560.0,Acereros del Norte,824007,Braulio Cavero,X,X,10,0.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,42,4.2,10.0,50.0,0.0,0.2,0.0,0.0,0.0,1,23,9,4,2,0,1,0,0,0,0,MVA,0,5,1,9,0,0.0,21.4,39.1,25.0,25.0,0.0,50.0,0.4
2024,560.0,Acereros del Norte,816260,Bryan Corral,X,X,5,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,15,3.0,0.0,20.0,0.0,,0.0,0.0,0.0,1,9,2,4,0,0,3,0,0,0,0,MVA,0,1,0,5,0,0.0,13.3,22.2,25.0,75.0,0.0,0.0,0.2
2024,560.0,Acereros del Norte,806621,Francisco Perez,2,C,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,MVA,0,0,0,0,0,,,,,,,,
2024,562.0,Sultanes de Monterrey,696535,Brayan Mendoza,8,CF,45,22.0,11.0,2.0,0,0.433,5.0,0.0,0.0,8.0,166,3.689,8.9,17.8,0.022,0.5,0.205,1.0,0.0,5,99,23,33,1,1,12,1,0,7,6,MTY,1,8,4,39,14,16.7,13.9,23.2,18.2,54.5,24.2,3.0,0.089
2024,562.0,Sultanes de Monterrey,692473,Christopher Escarrega,2,C,48,22.0,17.0,0.0,0,0.485,6.0,0.0,0.0,5.0,168,3.5,6.3,25.0,0.0,0.25,0.133,1.0,0.0,2,96,25,33,6,0,9,5,0,7,4,MTY,0,12,3,45,16,0.0,14.9,26.0,21.2,39.4,21.2,18.2,0.187
2024,562.0,Sultanes de Monterrey,501660,Zoilo Almonte,7,LF,336,184.0,131.0,0.0,3,0.353,40.0,2.0,6.0,50.0,1299,3.866,7.1,19.9,0.065,0.358,0.274,2.0,1.0,38,647,180,243,13,15,77,33,1,37,29,MTY,22,67,24,307,100,31.0,13.9,27.8,29.2,43.6,21.4,5.8,0.128
2024,562.0,Sultanes de Monterrey,628013,Victor Mendoza,10,DH,314,140.0,128.0,0.0,4,0.345,32.0,0.0,7.0,51.0,1323,4.213,13.4,17.2,0.038,0.778,0.213,3.0,0.0,40,563,118,218,16,4,75,25,0,35,23,MTY,12,54,42,268,83,18.5,8.9,21.0,29.8,45.0,17.9,7.3,0.03799999999999998
2024,562.0,Sultanes de Monterrey,590271,Sebastián Elizalde,7,LF,95,38.0,25.0,0.0,0,0.333,8.0,0.0,0.0,10.0,349,3.674,11.6,10.5,0.021,1.1,0.143,0.0,0.0,14,143,31,74,9,2,23,7,0,12,7,MTY,2,10,11,84,26,9.5,8.9,21.7,28.4,40.5,18.9,12.2,-0.01100000000000001
2024,562.0,Sultanes de Monterrey,608577,Nomar Mazara,9,RF,313,134.0,127.0,0.0,4,0.349,33.0,5.0,5.0,48.0,1255,4.01,10.9,16.9,0.029,0.642,0.189,5.0,0.0,50,582,144,221,14,10,64,16,0,34,33,MTY,9,53,34,270,83,13.6,11.5,24.7,29.9,43.9,19.9,6.3,0.06000000000000001
2024,562.0,Sultanes de Monterrey,666728,Carlos Soto,2,C,177,63.0,59.0,0.0,2,0.381,11.0,2.0,4.0,13.0,748,4.226,15.8,21.5,0.023,0.737,0.131,0.0,0.0,17,333,82,109,8,4,36,11,0,20,13,MTY,4,38,28,145,44,14.3,11.0,24.6,25.7,45.0,22.0,7.3,0.056999999999999995
2024,562.0,Sultanes de Monterrey,455369,Ramiro Pena,4,2B,324,131.0,109.0,13.0,1,0.328,32.0,5.0,6.0,52.0,1167,3.602,8.3,11.4,0.022,0.73,0.169,3.0,0.0,55,533,94,255,20,11,85,14,0,41,29,MTY,7,37,27,278,84,10.1,8.1,17.6,27.1,44.7,20.4,7.8,0.031
2024,562.0,Sultanes de Monterrey,593495,Daniel Castro,4,2B,119,42.0,56.0,2.0,2,0.323,8.0,0.0,1.0,19.0,489,4.109,7.6,9.2,0.008,0.818,0.094,1.0,0.0,14,201,21,99,7,6,40,5,0,8,19,MTY,1,11,9,106,32,5.3,4.3,10.4,19.2,59.6,14.1,7.1,0.016
2024,562.0,Sultanes de Monterrey,570799,Christian Villanueva,3,1B,292,121.0,126.0,0.0,4,0.341,25.0,7.0,11.0,52.0,1071,3.668,7.5,17.1,0.027,0.44,0.166,2.0,0.0,46,561,147,213,16,6,67,25,1,31,21,MTY,8,50,22,259,78,11.3,13.7,26.2,33.3,41.3,17.4,8.0,0.09600000000000002
